Sumatra Buah Buahan
Run #34,T_amb=74.3
elapsed, t_avg(15), t_bean
00:00.1, 67.5, 59.9
00:02.1, 61.7, 64.8
00:04.1, 70.2, 73.0
00:06.1, 82.7, 91.4
00:08.1, 98.8, 102.2
00:10.1, 109.0, 115.2
00:12.1, 120.3, 126.5
00:14.1, 130.9, 138.2
00:16.1, 138.1, 144.1
00:18.1, 151.1, 155.8
00:20.1, 157.9, 162.9
00:22.1, 164.2, 165.2
00:24.1, 172.7, 175.6
00:26.1, 177.9, 180.5
00:28.1, 187.7, 198.1
00:30.1, 191.7, 187.7
00:32.1, 195.5, 200.3
00:34.1, 205.6, 207.5
00:36.1, 208.3, 209.8
00:38.1, 217.6, 221.0
00:40.1, 222.9, 223.7
00:42.1, 228.3, 226.4
00:44.1, 233.0, 231.8
00:46.1, 235.2, 234.9
00:48.1, 241.2, 239.0
00:50.1, 247.2, 246.2
00:52.1, 251.4, 253.8
00:54.1, 255.0, 258.4
00:56.1, 254.9, 256.1
00:58.1, 258.2, 261.9
01:00.1, 261.9, 261.1
01:02.1, 267.4, 268.2
01:04.1, 272.1, 272.3
01:06.1, 274.3, 278.6
01:08.1, 279.1, 283.6
01:10.1, 280.8, 278.6
01:12.1, 281.7, 280.4
01:14.1, 282.9, 286.2
01:16.1, 286.2, 286.7
01:18.1, 288.0, 289.4
01:20.1, 290.5, 293.9
01:22.1, 297.0, 296.1
01:24.1, 297.6, 298.4
01:26.1, 301.3, 302.0
01:28.1, 301.9, 299.8
01:30.1, 303.9, 305.1
01:32.1, 305.7, 307.4
01:34.1, 309.8, 312.4
01:36.1, 311.6, 309.2
01:38.1, 312.3, 310.1
01:40.1, 312.8, 316.4
01:42.1, 315.2, 313.7
01:44.1, 316.6, 315.5
01:46.1, 321.2, 325.9
01:48.1, 324.2, 324.5
01:50.1, 326.0, 327.6
01:52.1, 327.2, 329.4
01:54.1, 329.7, 328.6
01:56.1, 330.2, 332.6
01:58.1, 333.3, 333.1
02:00.1, 333.0, 332.6
02:02.1, 336.8, 336.2
02:04.1, 337.4, 342.5
02:06.1, 342.3, 342.5
02:08.1, 341.6, 341.6
02:10.1, 342.4, 341.6
02:12.1, 343.2, 347.0
02:14.1, 343.8, 343.4
02:16.1, 345.9, 347.9
02:18.1, 349.6, 349.2
02:20.1, 351.6, 354.2
02:22.1, 353.4, 355.1
02:24.1, 353.3, 358.2
02:26.1, 353.5, 350.6
02:28.1, 356.3, 356.9
02:30.1, 356.4, 358.7
02:32.1, 357.4, 359.6
02:34.1, 360.3, 359.6
02:36.1, 358.3, 360.9
02:38.1, 361.6, 363.6
02:40.1, 361.8, 363.6
02:42.1, 364.6, 365.9
02:44.1, 364.3, 366.8
02:46.1, 364.4, 361.4
02:48.1, 363.6, 367.2
02:50.1, 366.0, 370.9
02:52.1, 370.0, 369.1
02:54.1, 370.4, 371.8
02:56.1, 370.8, 372.2
02:58.1, 373.8, 376.7
03:00.1, 376.3, 374.9
03:02.1, 375.7, 377.1
03:04.1, 376.3, 376.2
03:06.1, 378.0, 379.9
03:08.1, 377.1, 375.8
03:10.1, 377.7, 375.4
03:12.1, 376.9, 378.9
03:14.1, 377.7, 380.8
03:16.1, 379.9, 380.3
03:18.1, 381.6, 384.4
03:20.1, 382.1, 381.6
03:22.1, 383.3, 383.9
03:24.1, 387.4, 388.4
03:26.1, 387.7, 390.6
03:28.1, 386.4, 384.8
03:30.1, 389.2, 387.9
03:32.1, 388.8, 388.9
03:34.1, 391.5, 389.8
03:36.1, 390.4, 389.8
03:38.1, 390.7, 389.8
03:40.1, 392.6, 393.4
03:42.1, 393.2, 392.0
03:44.1, 393.9, 392.0
03:46.1, 394.4, 390.6
03:48.1, 393.4, 396.5
03:50.1, 393.7, 393.4
03:52.1, 394.3, 393.8
03:54.1, 397.2, 396.9
03:56.1, 400.2, 399.6
03:58.1, 400.0, 401.9
04:00.1, 401.0, 401.0
04:02.1, 400.7, 402.4
04:04.1, 402.7, 402.4
04:06.1, 402.7, 403.7
04:08.1, 402.5, 405.5
04:10.1, 403.0, 401.9
04:12.1, 404.7, 403.7
04:14.1, 404.7, 404.6
04:16.1, 405.5, 406.9
04:18.1, 403.0, 402.4
04:20.1, 403.5, 403.7
04:22.1, 407.2, 409.1
04:24.1, 409.0, 408.2
04:26.1, 406.4, 406.9
04:28.1, 408.6, 411.8
04:30.1, 409.5, 409.6
04:32.1, 410.0, 408.6
04:34.1, 409.8, 414.1
04:36.1, 413.3, 413.1
04:38.1, 414.1, 414.5
04:40.1, 412.9, 412.7
04:42.1, 415.1, 414.5
04:44.1, 414.8, 414.1
04:46.1, 414.9, 417.2
04:48.1, 416.7, 417.2
04:50.1, 417.4, 416.8
04:52.1, 418.2, 419.9
04:54.1, 419.4, 417.6
04:56.1, 421.1, 422.1
04:58.1, 420.4, 419.4
05:00.1, 421.4, 420.8
05:02.1, 421.4, 417.2
05:04.1, 422.0, 423.5
05:06.1, 423.9, 426.6
05:08.1, 424.1, 421.7
05:10.1, 425.7, 428.4
05:12.1, 425.5, 426.2
05:14.1, 424.4, 422.6
05:16.1, 426.9, 426.6
05:18.1, 427.3, 426.2
05:20.1, 426.8, 428.4
05:22.1, 428.2, 428.4
05:24.1, 428.1, 429.8
05:26.1, 431.9, 433.4
05:28.1, 430.3, 428.9
05:30.1, 431.0, 432.9
05:32.1, 431.0, 431.1
05:34.1, 430.1, 431.1
05:36.1, 432.1, 432.9
05:38.1, 432.5, 432.9
05:40.1, 431.7, 432.5
05:42.1, 433.1, 431.6
05:44.1, 432.6, 431.6
05:46.1, 434.1, 437.0
05:48.1, 434.5, 434.8
05:50.1, 434.9, 433.9
05:52.1, 435.8, 435.6
05:54.1, 437.0, 437.4
05:56.1, 437.9, 441.1
05:58.1, 438.3, 437.9
06:00.1, 436.1, 437.0
06:02.1, 435.7, 437.0
06:04.1, 436.9, 437.9
06:06.1, 438.4, 438.8
06:08.1, 439.2, 441.1
06:10.1, 441.3, 441.9
06:12.1, 440.8, 444.2
06:14.1, 441.3, 441.1
06:16.1, 441.9, 441.5
06:18.1, 442.1, 441.5
06:20.1, 442.7, 442.4
06:22.1, 444.6, 444.6
06:24.1, 444.9, 446.0
06:26.1, 446.0, 445.6
06:28.1, 444.4, 446.0
06:30.1, 445.3, 445.6
06:32.1, 444.7, 444.6
06:34.1, 445.3, 448.2
06:36.1, 449.0, 452.3
06:38.1, 451.4, 452.3
06:40.1, 449.5, 449.1
06:42.1, 452.0, 453.2
06:44.1, 454.6, 453.2
06:46.1, 452.1, 451.9
06:48.1, 453.1, 456.4
06:50.1, 453.3, 455.0
06:52.1, 454.7, 455.0
06:54.1, 452.8, 451.9
06:56.1, 453.9, 458.6
06:58.1, 456.2, 458.1
07:00.1, 456.8, 459.5
07:02.1, 455.6, 457.2
07:04.1, 457.9, 457.7
07:06.1, 458.1, 455.4
07:08.1, 457.9, 459.1
07:10.1, 458.1, 461.8
07:12.1, 458.0, 456.8
07:14.1, 458.2, 461.8
07:16.1, 458.8, 457.2
07:18.1, 460.2, 459.1
07:20.1, 461.7, 461.8
07:22.1, 462.3, 461.3
07:24.1, 461.0, 463.1
07:26.1, 462.1, 461.3
07:28.1, 461.7, 463.6
07:30.1, 464.0, 464.0
07:32.1, 462.9, 462.6
07:34.1, 463.0, 463.6
07:36.1, 463.4, 465.4
07:38.1, 465.4, 465.8
07:40.1, 464.2, 466.2
07:42.1, 466.6, 466.7
07:44.1, 466.2, 468.1
07:46.1, 466.5, 468.1
07:48.1, 466.2, 465.4
07:50.1, 466.8, 467.6
07:52.1, 468.1, 468.9
07:54.1, 467.6, 468.5
07:56.1, 468.7, 468.9
07:58.1, 469.5, 471.2
08:00.1, 467.4, 467.1
08:02.1, 467.7, 469.9
08:04.1, 467.1, 473.4
08:06.1, 469.8, 469.9
08:08.1, 469.1, 469.4
08:10.1, 469.2, 467.6
08:12.1, 469.0, 470.3
08:14.1, 468.8, 467.6
08:16.1, 468.9, 469.9
08:18.1, 468.4, 469.9
08:20.1, 457.6, 444.2
