Sumatra Buah Buahan
Run #22,T_amb=80.4
elapsed, t_avg(15), t_bean
00:00.1, 68.2, 71.2
00:02.1, 71.9, 75.7
00:04.1, 79.0, 79.2
00:06.1, 84.3, 86.5
00:08.1, 91.5, 94.1
00:10.1, 105.8, 108.5
00:12.1, 114.9, 118.0
00:14.1, 127.0, 134.2
00:16.1, 136.6, 144.1
00:18.1, 145.5, 145.4
00:20.1, 148.8, 153.5
00:22.1, 160.6, 164.3
00:24.1, 169.8, 172.8
00:26.1, 175.8, 182.3
00:28.1, 183.2, 187.2
00:30.1, 194.2, 197.2
00:32.1, 200.0, 200.3
00:34.1, 206.2, 210.2
00:36.1, 216.5, 219.2
00:38.1, 220.7, 221.9
00:40.1, 227.2, 232.7
00:42.1, 234.5, 234.9
00:44.1, 238.4, 243.5
00:46.1, 243.5, 243.5
00:48.1, 247.3, 251.2
00:50.1, 250.0, 251.2
00:52.1, 255.1, 257.4
00:54.1, 259.4, 262.4
00:56.1, 264.1, 262.9
00:58.1, 267.3, 267.4
01:00.1, 269.2, 270.5
01:02.1, 272.0, 274.6
01:04.1, 276.6, 278.1
01:06.1, 281.5, 280.9
01:08.1, 294.8, 297.1
01:10.1, 299.3, 298.4
01:12.1, 297.4, 295.2
01:14.1, 294.8, 298.9
01:16.1, 296.0, 293.0
01:18.1, 297.1, 304.2
01:20.1, 300.2, 302.9
01:22.1, 303.2, 303.8
01:24.1, 301.9, 296.1
01:26.1, 297.9, 298.4
01:28.1, 299.1, 301.6
01:30.1, 302.3, 305.1
01:32.1, 306.2, 307.9
01:34.1, 313.1, 320.4
01:36.1, 319.8, 326.8
01:38.1, 328.5, 328.6
01:40.1, 323.4, 321.8
01:42.1, 328.1, 329.9
01:44.1, 329.4, 333.5
01:46.1, 334.4, 334.9
01:48.1, 333.6, 330.8
01:50.1, 330.6, 333.9
01:52.1, 331.7, 329.0
01:54.1, 333.7, 329.4
01:56.1, 328.0, 329.0
01:58.1, 328.7, 331.2
02:00.1, 330.1, 329.9
02:02.1, 331.7, 334.9
02:04.1, 336.2, 335.8
02:06.1, 337.6, 344.8
02:08.1, 342.0, 342.9
02:10.1, 341.5, 340.7
02:12.1, 344.7, 344.3
02:14.1, 345.5, 346.6
02:16.1, 349.6, 348.4
02:18.1, 349.8, 349.2
02:20.1, 347.6, 349.7
02:22.1, 350.3, 352.9
02:24.1, 351.9, 352.9
02:26.1, 353.5, 354.2
02:28.1, 354.1, 354.6
02:30.1, 353.4, 352.4
02:32.1, 354.7, 355.6
02:34.1, 356.9, 358.7
02:36.1, 357.3, 360.9
02:38.1, 360.5, 360.1
02:40.1, 361.4, 360.9
02:42.1, 362.7, 361.9
02:44.1, 364.9, 366.8
02:46.1, 365.1, 365.0
02:48.1, 364.6, 363.2
02:50.1, 366.3, 364.1
02:52.1, 370.0, 370.4
02:54.1, 371.2, 370.9
02:56.1, 373.0, 376.2
02:58.1, 377.3, 378.1
03:00.1, 377.6, 378.1
03:02.1, 377.2, 373.6
03:04.1, 377.4, 378.9
03:06.1, 378.0, 378.1
03:08.1, 379.6, 380.8
03:10.1, 377.8, 376.7
03:12.1, 380.8, 379.9
03:14.1, 381.6, 382.1
03:16.1, 381.7, 382.1
03:18.1, 382.8, 383.0
03:20.1, 383.2, 382.1
03:22.1, 383.7, 386.6
03:24.1, 385.7, 386.1
03:26.1, 385.8, 387.1
03:28.1, 388.0, 389.3
03:30.1, 389.0, 389.8
03:32.1, 389.4, 389.3
03:34.1, 389.8, 390.2
03:36.1, 391.1, 390.6
03:38.1, 391.5, 393.4
03:40.1, 392.9, 392.9
03:42.1, 392.5, 392.9
03:44.1, 393.9, 395.6
03:46.1, 395.7, 395.6
03:48.1, 397.0, 398.3
03:50.1, 399.0, 400.6
03:52.1, 400.4, 401.9
03:54.1, 401.8, 402.8
03:56.1, 403.3, 405.1
03:58.1, 406.1, 405.1
04:00.1, 404.4, 404.1
04:02.1, 405.2, 406.4
04:04.1, 406.3, 407.3
04:06.1, 406.5, 406.4
04:08.1, 407.2, 408.2
04:10.1, 408.9, 408.6
04:12.1, 409.0, 409.6
04:14.1, 411.2, 412.7
04:16.1, 410.9, 411.8
04:18.1, 412.5, 413.1
04:20.1, 412.8, 414.5
04:22.1, 414.8, 414.9
04:24.1, 415.5, 414.9
04:26.1, 416.0, 415.4
04:28.1, 416.6, 417.2
04:30.1, 416.9, 416.8
04:32.1, 417.1, 417.2
04:34.1, 418.9, 419.9
04:36.1, 421.4, 422.6
04:38.1, 421.4, 420.8
04:40.1, 422.2, 421.2
04:42.1, 423.6, 424.9
04:44.1, 426.3, 428.4
04:46.1, 428.5, 426.2
04:48.1, 428.9, 429.8
04:50.1, 431.5, 432.1
04:52.1, 431.8, 430.7
04:54.1, 434.4, 434.8
04:56.1, 435.3, 434.8
04:58.1, 436.4, 436.6
05:00.1, 439.2, 440.1
05:02.1, 439.6, 440.1
05:04.1, 439.7, 439.7
05:06.1, 441.5, 443.8
05:08.1, 442.7, 444.2
05:10.1, 444.6, 443.8
05:12.1, 444.7, 445.1
05:14.1, 445.7, 445.1
05:16.1, 448.4, 450.1
05:18.1, 449.8, 445.6
05:20.1, 448.5, 447.8
05:22.1, 449.0, 449.1
05:24.1, 452.3, 451.4
05:26.1, 452.7, 452.8
05:28.1, 452.2, 451.4
05:30.1, 453.4, 454.6
05:32.1, 455.7, 455.0
05:34.1, 455.6, 456.4
05:36.1, 455.9, 457.2
05:38.1, 457.3, 463.6
05:40.1, 459.4, 459.1
05:42.1, 460.1, 462.6
05:44.1, 462.9, 458.6
05:46.1, 459.6, 464.4
05:48.1, 462.6, 463.1
05:50.1, 464.9, 465.8
05:52.1, 465.2, 468.9
05:54.1, 468.0, 472.1
05:56.1, 468.4, 471.6
05:58.1, 470.8, 472.6
06:00.1, 469.3, 462.6
06:02.1, 467.3, 467.6
06:04.1, 466.0, 464.0
06:06.1, 465.7, 467.1
06:08.1, 466.7, 466.7
06:10.1, 468.4, 471.2
06:12.1, 466.3, 463.6
06:14.1, 465.6, 461.3
06:16.1, 465.5, 464.9
06:18.1, 466.9, 465.8
06:20.1, 466.2, 469.4
06:22.1, 467.1, 468.5
06:24.1, 468.4, 466.7
06:26.1, 470.6, 471.6
06:28.1, 473.1, 476.1
06:30.1, 473.8, 473.4
06:32.1, 474.6, 473.4
06:34.1, 471.1, 472.1
06:36.1, 475.5, 474.4
06:38.1, 473.3, 472.6
06:40.1, 475.2, 477.5
06:42.1, 479.1, 479.8
06:44.1, 480.9, 480.6
06:46.1, 480.8, 483.4
06:48.1, 474.4, 460.9
06:50.1, 442.1, 432.5
06:52.1, 419.6, 411.8
06:54.1, 394.8, 387.5
06:56.1, 374.5, 365.4
06:58.1, 360.3, 352.4
07:00.1, 347.3, 341.1
07:02.1, 336.0, 332.6
07:04.1, 325.8, 320.4
07:06.1, 320.2, 316.9
07:08.1, 308.4, 305.6
07:10.1, 304.1, 301.1
07:12.1, 296.9, 293.0
07:14.1, 291.5, 288.9
07:16.1, 286.1, 284.9
07:18.1, 281.4, 279.9
07:20.1, 274.6, 272.3
07:22.1, 271.4, 272.3
07:24.1, 266.7, 266.0
07:26.1, 262.6, 259.7
07:28.1, 257.8, 254.3
07:30.1, 251.6, 249.8
07:32.1, 247.9, 246.2
07:34.1, 246.1, 243.9
07:36.1, 242.4, 239.0
07:38.1, 237.4, 234.5
07:40.1, 237.7, 244.4
