Sumatra Buah Buahan
Run #19,T_amb=75.9
elapsed, t_avg(15), t_bean
00:00.1, 68.3, 73.0
00:02.1, 72.5, 73.0
00:04.1, 78.6, 82.8
00:06.1, 92.5, 98.2
00:08.1, 106.2, 117.0
00:10.1, 117.4, 119.3
00:12.1, 128.7, 135.5
00:14.1, 140.3, 140.9
00:16.1, 150.6, 154.8
00:18.1, 160.6, 162.5
00:20.1, 166.8, 170.2
00:22.1, 172.1, 177.3
00:24.1, 183.3, 186.8
00:26.1, 188.0, 189.9
00:28.1, 194.3, 197.6
00:30.1, 205.0, 208.4
00:32.1, 208.0, 216.5
00:34.1, 215.3, 216.9
00:36.1, 222.9, 226.4
00:38.1, 227.5, 230.9
00:40.1, 232.5, 237.2
00:42.1, 237.0, 239.0
00:44.1, 240.0, 239.9
00:46.1, 245.5, 249.3
00:48.1, 250.9, 252.5
00:50.1, 251.9, 252.5
00:52.1, 255.7, 257.4
00:54.1, 262.7, 261.9
00:56.1, 264.9, 265.1
00:58.1, 269.4, 270.5
01:00.1, 273.1, 276.8
01:02.1, 277.8, 279.9
01:04.1, 281.1, 283.6
01:06.1, 282.8, 283.6
01:08.1, 285.4, 287.6
01:10.1, 291.5, 293.0
01:12.1, 298.0, 297.5
01:14.1, 297.9, 298.4
01:16.1, 300.0, 300.6
01:18.1, 303.1, 302.9
01:20.1, 305.3, 306.5
01:22.1, 305.1, 308.3
01:24.1, 317.5, 333.9
01:26.1, 326.3, 325.9
01:28.1, 324.4, 324.9
01:30.1, 323.4, 320.9
01:32.1, 318.6, 316.9
01:34.1, 311.8, 310.1
01:36.1, 314.7, 315.5
01:38.1, 307.9, 307.9
01:40.1, 308.8, 310.1
01:42.1, 309.8, 308.8
01:44.1, 311.8, 314.1
01:46.1, 317.2, 320.4
01:48.1, 317.1, 320.9
01:50.1, 320.6, 319.1
01:52.1, 321.5, 327.2
01:54.1, 330.1, 333.5
01:56.1, 333.1, 332.6
01:58.1, 331.7, 330.8
02:00.1, 335.2, 337.1
02:02.1, 331.2, 326.8
02:04.1, 332.4, 332.6
02:06.1, 340.6, 340.7
02:08.1, 343.9, 347.9
02:10.1, 340.7, 333.5
02:12.1, 335.2, 334.4
02:14.1, 338.5, 338.4
02:16.1, 339.5, 338.9
02:18.1, 351.0, 349.2
02:20.1, 346.9, 339.4
02:22.1, 341.2, 340.2
02:24.1, 347.8, 346.1
02:26.1, 351.0, 359.1
02:28.1, 357.0, 359.1
02:30.1, 355.5, 352.4
02:32.1, 353.7, 357.4
02:34.1, 359.7, 363.2
02:36.1, 361.8, 360.5
02:38.1, 361.0, 375.8
02:40.1, 363.2, 369.1
02:42.1, 365.5, 371.3
02:44.1, 368.3, 369.1
02:46.1, 366.7, 369.5
02:48.1, 369.1, 373.6
02:50.1, 370.9, 369.5
02:52.1, 372.1, 371.3
02:54.1, 373.9, 378.5
02:56.1, 375.4, 378.9
02:58.1, 376.3, 384.8
