Sumatra Buah Buahan
Run #21,T_amb=79.1
elapsed, t_avg(15), t_bean
00:00.1, 68.2, 71.6
00:02.1, 74.2, 79.7
00:04.1, 94.3, 104.0
00:06.1, 113.5, 119.3
00:08.1, 126.9, 130.1
00:10.1, 134.9, 138.2
00:12.1, 142.3, 146.8
00:14.1, 151.4, 156.7
00:16.1, 159.4, 160.7
00:18.1, 165.8, 171.9
00:20.1, 174.3, 177.3
00:22.1, 178.2, 180.5
00:24.1, 183.1, 186.3
00:26.1, 186.8, 188.6
00:28.1, 192.3, 194.0
00:30.1, 197.7, 200.8
00:32.1, 202.6, 203.9
00:34.1, 205.8, 206.6
00:36.1, 210.7, 212.4
00:38.1, 215.4, 216.9
00:40.1, 220.1, 222.8
00:42.1, 224.0, 226.4
00:44.1, 227.6, 230.9
00:46.1, 231.9, 234.9
00:48.1, 236.1, 237.7
00:50.1, 239.8, 241.7
00:52.1, 243.7, 244.8
00:54.1, 245.9, 248.4
00:56.1, 249.5, 251.2
00:58.1, 251.7, 252.1
01:00.1, 254.7, 257.0
01:02.1, 258.1, 258.8
01:04.1, 260.3, 261.1
01:06.1, 262.8, 264.6
01:08.1, 265.3, 266.0
01:10.1, 267.0, 268.7
01:12.1, 271.0, 271.9
01:14.1, 273.1, 274.1
01:16.1, 275.8, 276.8
01:18.1, 277.8, 279.5
01:20.1, 279.7, 280.4
01:22.1, 281.6, 283.1
01:24.1, 283.7, 285.4
01:26.1, 285.7, 286.7
01:28.1, 289.0, 288.9
01:30.1, 290.2, 291.6
01:32.1, 293.2, 294.4
01:34.1, 295.2, 296.1
01:36.1, 296.8, 297.9
01:38.1, 298.6, 298.9
01:40.1, 300.0, 301.6
01:42.1, 302.1, 303.4
01:44.1, 304.1, 304.2
01:46.1, 305.8, 306.5
01:48.1, 307.2, 307.9
01:50.1, 308.7, 309.2
01:52.1, 310.6, 311.0
01:54.1, 311.5, 312.4
01:56.1, 313.9, 315.5
01:58.1, 316.0, 316.4
02:00.1, 317.4, 317.3
02:02.1, 318.3, 318.6
02:04.1, 320.1, 320.9
02:06.1, 321.0, 321.8
