Sumatra Buah Buahan
Run #14,T_amb=76.2
elapsed, t_avg(15), t_bean
00:00.1, 67.9, 67.1
00:02.1, 66.8, 69.3
00:04.1, 73.3, 77.0
00:06.1, 82.8, 86.9
00:08.1, 89.5, 93.7
00:10.1, 104.0, 108.5
00:12.1, 117.3, 127.0
00:14.1, 126.7, 129.2
00:16.1, 133.4, 136.8
00:18.1, 143.9, 146.8
00:20.1, 154.3, 162.5
00:22.1, 162.6, 164.3
00:24.1, 167.6, 171.5
00:26.1, 176.6, 175.6
00:28.1, 181.6, 184.6
00:30.1, 189.8, 194.0
00:32.1, 198.1, 202.6
00:34.1, 205.7, 207.1
00:36.1, 211.1, 209.3
00:38.1, 213.2, 215.6
00:40.1, 219.6, 220.1
00:42.1, 219.8, 218.8
00:44.1, 226.6, 230.9
00:46.1, 233.2, 234.9
00:48.1, 239.6, 240.8
00:50.1, 245.1, 245.8
00:52.1, 249.5, 251.6
00:54.1, 254.0, 255.7
00:56.1, 259.2, 258.8
00:58.1, 262.2, 262.9
01:00.1, 263.3, 264.6
01:02.1, 268.2, 270.5
01:04.1, 270.3, 272.3
01:06.1, 273.6, 275.9
01:08.1, 279.8, 282.2
01:10.1, 282.7, 284.4
01:12.1, 284.5, 285.4
01:14.1, 286.9, 288.1
01:16.1, 289.6, 290.3
01:18.1, 292.7, 294.8
01:20.1, 294.4, 295.2
01:22.1, 294.2, 295.7
01:24.1, 298.4, 297.9
01:26.1, 301.7, 304.2
01:28.1, 305.3, 307.4
01:30.1, 307.2, 311.9
01:32.1, 310.6, 311.4
01:34.1, 313.3, 314.1
01:36.1, 314.6, 314.6
01:38.1, 316.0, 317.3
01:40.1, 319.9, 320.4
01:42.1, 320.7, 320.0
01:44.1, 322.0, 324.9
01:46.1, 324.9, 325.9
01:48.1, 325.6, 326.3
01:50.1, 327.8, 329.0
01:52.1, 330.4, 331.7
01:54.1, 332.4, 333.1
01:56.1, 331.9, 332.1
01:58.1, 333.7, 334.4
02:00.1, 335.4, 338.0
02:02.1, 338.5, 339.8
02:04.1, 340.6, 342.1
02:06.1, 342.3, 342.1
02:08.1, 343.2, 342.9
02:10.1, 345.1, 346.6
02:12.1, 346.0, 347.0
02:14.1, 348.0, 349.2
02:16.1, 350.4, 350.6
02:18.1, 351.8, 354.6
02:20.1, 351.9, 351.1
02:22.1, 355.0, 356.4
02:24.1, 354.3, 353.8
02:26.1, 356.6, 358.2
02:28.1, 359.6, 361.4
02:30.1, 363.0, 362.8
02:32.1, 362.7, 363.2
02:34.1, 363.1, 362.8
02:36.1, 363.0, 363.6
02:38.1, 364.1, 364.1
02:40.1, 364.6, 364.6
02:42.1, 365.4, 365.4
02:44.1, 366.6, 368.1
02:46.1, 366.6, 367.2
02:48.1, 369.0, 369.1
02:50.1, 369.5, 368.1
02:52.1, 370.1, 370.4
02:54.1, 371.6, 374.4
02:56.1, 373.9, 375.4
02:58.1, 374.0, 374.4
03:00.1, 375.6, 374.4
03:02.1, 376.4, 378.5
03:04.1, 378.2, 382.1
03:06.1, 378.0, 377.1
