Sumatra Buah Buahan
Run #17,T_amb=79.8
elapsed, t_avg(15), t_bean
00:00.1, 68.5, 75.7
00:02.1, 76.2, 78.3
00:04.1, 81.5, 84.7
00:06.1, 90.1, 96.8
00:08.1, 102.3, 103.5
00:10.1, 110.9, 118.0
00:12.1, 122.8, 127.4
00:14.1, 131.9, 136.4
00:16.1, 142.7, 143.2
00:18.1, 149.8, 148.1
00:20.1, 156.3, 160.7
00:22.1, 172.0, 171.5
00:24.1, 178.2, 185.0
00:26.1, 185.2, 186.8
00:28.1, 193.6, 200.3
00:30.1, 202.8, 204.3
00:32.1, 211.5, 211.1
00:34.1, 216.1, 219.7
00:36.1, 222.6, 223.7
00:38.1, 226.8, 228.2
00:40.1, 232.3, 233.6
00:42.1, 236.9, 239.0
00:44.1, 242.5, 243.9
00:46.1, 247.3, 249.8
00:48.1, 250.6, 250.2
00:50.1, 259.7, 270.5
00:52.1, 282.9, 281.8
00:54.1, 284.7, 287.1
00:56.1, 289.2, 291.6
00:58.1, 298.2, 297.5
01:00.1, 302.8, 302.4
01:02.1, 295.7, 294.4
01:04.1, 290.9, 291.2
01:06.1, 292.5, 288.1
01:08.1, 285.7, 287.1
01:10.1, 288.7, 297.1
01:12.1, 298.6, 298.4
01:14.1, 293.7, 291.6
01:16.1, 292.2, 294.4
01:18.1, 293.4, 295.2
01:20.1, 297.6, 301.6
01:22.1, 301.9, 306.5
01:24.1, 305.6, 305.6
01:26.1, 308.5, 307.9
01:28.1, 309.8, 309.2
01:30.1, 313.2, 315.1
01:32.1, 318.6, 319.1
01:34.1, 317.1, 315.9
01:36.1, 319.9, 323.6
01:38.1, 322.5, 321.4
01:40.1, 322.9, 323.1
01:42.1, 322.2, 320.0
01:44.1, 324.8, 325.4
01:46.1, 328.3, 329.9
01:48.1, 328.4, 328.1
01:50.1, 330.6, 331.2
01:52.1, 331.0, 334.4
01:54.1, 334.1, 335.8
01:56.1, 336.0, 335.8
01:58.1, 338.3, 338.0
02:00.1, 337.2, 335.8
02:02.1, 336.4, 338.0
02:04.1, 339.1, 338.0
02:06.1, 341.5, 347.0
02:08.1, 344.6, 343.4
02:10.1, 342.5, 342.1
02:12.1, 343.9, 345.6
02:14.1, 346.5, 347.4
02:16.1, 345.1, 344.8
02:18.1, 345.7, 347.9
02:20.1, 347.9, 353.8
02:22.1, 352.0, 354.2
02:24.1, 355.9, 354.2
02:26.1, 355.5, 355.1
02:28.1, 359.4, 364.6
02:30.1, 359.7, 359.6
02:32.1, 361.6, 362.3
02:34.1, 365.7, 366.4
