Sumatra Buah Buahan
Run #27,T_amb=74.6
elapsed, t_avg(15), t_bean
00:00.1, 67.7, 63.5
00:02.1, 66.4, 68.5
00:04.1, 77.6, 85.5
00:06.1, 85.7, 89.6
00:08.1, 91.6, 94.1
00:10.1, 102.3, 108.5
00:12.1, 110.5, 118.0
00:14.1, 135.9, 147.7
00:16.1, 162.2, 180.1
00:18.1, 180.9, 185.4
00:20.1, 186.1, 189.9
00:22.1, 197.0, 199.4
00:24.1, 204.6, 202.1
00:26.1, 201.6, 198.1
00:28.1, 202.9, 210.2
00:30.1, 202.5, 195.8
00:32.1, 197.4, 207.9
00:34.1, 200.3, 200.8
00:36.1, 205.5, 208.8
00:38.1, 210.3, 205.7
00:40.1, 207.6, 213.3
00:42.1, 218.7, 223.2
00:44.1, 233.5, 236.8
00:46.1, 232.3, 228.2
00:48.1, 226.1, 230.0
00:50.1, 232.2, 244.4
00:52.1, 242.8, 246.7
00:54.1, 246.0, 252.5
00:56.1, 250.4, 257.4
00:58.1, 254.2, 248.4
01:00.1, 260.2, 265.1
01:02.1, 263.6, 263.3
01:04.1, 264.0, 264.6
01:06.1, 266.5, 270.1
01:08.1, 274.5, 275.0
01:10.1, 274.6, 271.4
01:12.1, 282.7, 280.4
01:14.1, 281.5, 289.4
01:16.1, 289.5, 292.1
01:18.1, 288.4, 288.5
01:20.1, 286.7, 283.1
01:22.1, 282.0, 284.9
01:24.1, 290.3, 292.1
01:26.1, 292.8, 298.9
01:28.1, 294.4, 291.2
01:30.1, 300.6, 307.4
01:32.1, 298.9, 295.2
01:34.1, 306.7, 303.4
01:36.1, 304.2, 301.1
01:38.1, 296.5, 297.9
01:40.1, 300.0, 304.2
01:42.1, 306.4, 303.8
01:44.1, 307.2, 308.8
01:46.1, 311.5, 314.1
01:48.1, 315.6, 320.0
01:50.1, 319.9, 322.2
01:52.1, 320.1, 321.8
01:54.1, 322.5, 323.1
01:56.1, 320.8, 320.0
01:58.1, 324.0, 327.6
02:00.1, 330.6, 332.1
02:02.1, 332.3, 331.2
02:04.1, 331.6, 333.9
02:06.1, 334.0, 330.4
02:08.1, 327.6, 325.9
02:10.1, 326.4, 328.1
02:12.1, 329.1, 329.9
02:14.1, 334.8, 335.8
02:16.1, 338.7, 337.1
02:18.1, 341.1, 342.1
02:20.1, 339.0, 337.6
02:22.1, 341.0, 345.6
02:24.1, 349.2, 347.9
02:26.1, 346.9, 355.1
02:28.1, 353.4, 353.8
02:30.1, 352.5, 349.2
02:32.1, 352.3, 358.2
02:34.1, 356.5, 360.5
02:36.1, 356.2, 356.9
02:38.1, 352.9, 354.2
02:40.1, 355.3, 353.3
02:42.1, 356.9, 362.3
02:44.1, 359.1, 358.7
02:46.1, 358.6, 362.8
02:48.1, 362.1, 362.3
02:50.1, 363.9, 360.5
02:52.1, 364.4, 366.4
02:54.1, 366.5, 363.6
02:56.1, 368.8, 369.1
02:58.1, 366.9, 368.6
03:00.1, 367.8, 368.6
03:02.1, 371.4, 373.1
03:04.1, 373.2, 373.6
03:06.1, 374.6, 375.4
03:08.1, 375.1, 369.9
03:10.1, 371.9, 370.4
03:12.1, 375.1, 378.9
03:14.1, 379.6, 382.1
03:16.1, 374.9, 376.2
03:18.1, 379.7, 379.9
03:20.1, 374.0, 373.1
03:22.1, 374.9, 376.2
03:24.1, 374.9, 379.9
03:26.1, 379.3, 379.4
03:28.1, 380.1, 384.4
03:30.1, 380.5, 379.9
03:32.1, 378.9, 381.6
03:34.1, 383.9, 384.8
03:36.1, 385.6, 383.0
03:38.1, 385.1, 385.2
03:40.1, 386.3, 385.7
03:42.1, 391.3, 386.6
03:44.1, 390.0, 394.2
03:46.1, 390.4, 396.1
03:48.1, 393.9, 392.4
03:50.1, 391.8, 390.6
03:52.1, 394.3, 392.9
03:54.1, 394.6, 395.6
03:56.1, 398.6, 403.2
03:58.1, 398.3, 399.6
04:00.1, 400.1, 401.0
04:02.1, 400.8, 405.9
04:04.1, 402.2, 405.1
04:06.1, 411.3, 408.6
04:08.1, 406.3, 407.3
04:10.1, 408.0, 408.2
04:12.1, 405.8, 406.4
04:14.1, 402.8, 399.6
04:16.1, 398.9, 401.9
04:18.1, 398.4, 397.9
04:20.1, 401.5, 404.6
04:22.1, 407.3, 405.9
04:24.1, 404.1, 402.8
04:26.1, 407.8, 407.8
04:28.1, 410.4, 412.7
04:30.1, 410.2, 409.1
04:32.1, 410.0, 413.6
04:34.1, 410.0, 413.6
04:36.1, 414.1, 412.2
04:38.1, 415.4, 414.5
04:40.1, 411.6, 412.7
04:42.1, 413.8, 419.0
04:44.1, 418.8, 419.4
04:46.1, 418.7, 416.8
04:48.1, 419.7, 418.1
04:50.1, 421.3, 421.2
04:52.1, 419.7, 420.4
04:54.1, 423.0, 422.1
04:56.1, 425.9, 427.1
04:58.1, 425.3, 429.4
05:00.1, 427.2, 428.0
05:02.1, 429.3, 428.4
05:04.1, 425.1, 422.6
05:06.1, 426.6, 428.9
05:08.1, 427.7, 428.0
05:10.1, 431.9, 435.2
05:12.1, 432.6, 431.1
05:14.1, 431.5, 430.7
05:16.1, 433.4, 434.8
05:18.1, 431.4, 428.0
05:20.1, 427.8, 427.6
05:22.1, 430.9, 431.6
05:24.1, 435.2, 438.8
05:26.1, 435.9, 439.7
05:28.1, 437.4, 439.2
05:30.1, 436.1, 441.5
05:32.1, 437.7, 439.2
05:34.1, 435.1, 437.4
05:36.1, 436.3, 436.1
05:38.1, 437.1, 433.4
05:40.1, 439.1, 438.8
05:42.1, 440.5, 441.1
05:44.1, 438.6, 440.6
05:46.1, 442.2, 442.4
05:48.1, 444.8, 442.9
05:50.1, 447.5, 448.7
05:52.1, 449.5, 449.6
05:54.1, 446.7, 447.4
05:56.1, 447.8, 449.6
05:58.1, 449.3, 449.6
06:00.1, 447.5, 450.5
06:02.1, 451.2, 452.8
06:04.1, 447.5, 444.6
06:06.1, 446.5, 449.1
06:08.1, 451.6, 451.9
06:10.1, 452.3, 452.3
06:12.1, 453.4, 453.2
06:14.1, 450.1, 451.4
06:16.1, 455.1, 459.1
06:18.1, 454.0, 450.1
06:20.1, 452.7, 453.6
06:22.1, 457.2, 458.6
06:24.1, 455.7, 455.4
06:26.1, 456.4, 458.6
06:28.1, 455.8, 459.1
06:30.1, 457.1, 457.7
06:32.1, 456.6, 457.7
06:34.1, 459.3, 460.4
06:36.1, 458.6, 458.6
06:38.1, 459.2, 460.4
06:40.1, 460.4, 458.1
06:42.1, 456.6, 455.4
06:44.1, 459.3, 462.2
06:46.1, 462.5, 459.9
06:48.1, 462.8, 459.9
06:50.1, 464.7, 462.6
06:52.1, 462.1, 464.0
06:54.1, 462.9, 461.8
06:56.1, 464.9, 465.4
06:58.1, 464.9, 465.4
07:00.1, 464.2, 463.1
07:02.1, 465.9, 467.1
07:04.1, 466.7, 468.9
07:06.1, 465.6, 464.9
07:08.1, 468.2, 470.8
07:10.1, 468.4, 469.4
07:12.1, 468.6, 468.9
07:14.1, 470.8, 473.4
07:16.1, 469.2, 469.4
07:18.1, 469.0, 469.4
07:20.1, 473.8, 471.2
07:22.1, 472.5, 471.6
07:24.1, 474.3, 474.4
07:26.1, 471.9, 472.1
07:28.1, 471.5, 473.9
07:30.1, 471.5, 475.2
07:32.1, 475.2, 475.2
07:34.1, 470.3, 469.9
07:36.1, 473.6, 473.0
07:38.1, 456.0, 439.7
07:40.1, 424.3, 414.5
07:42.1, 398.2, 388.4
07:44.1, 374.9, 369.1
07:46.1, 357.1, 351.1
