Sumatra Buah Buahan
Run #04,T_amb=71.9
elapsed, t_avg(15), t_bean
00:00.1, 68.2, 71.6
00:02.1, 73.7, 79.7
00:04.1, 103.2, 113.9
00:06.1, 121.8, 133.2
00:08.1, 139.6, 157.6
00:10.1, 145.3, 160.2
00:12.1, 172.8, 169.2
00:14.1, 153.3, 148.6
00:16.1, 150.0, 148.1
00:18.1, 153.3, 155.8
00:20.1, 154.8, 157.1
00:22.1, 161.6, 160.2
00:24.1, 163.5, 165.7
00:26.1, 167.9, 171.1
00:28.1, 176.5, 185.0
00:30.1, 189.6, 199.4
00:32.1, 199.6, 208.4
00:34.1, 205.6, 203.4
00:36.1, 208.4, 209.8
00:38.1, 216.3, 218.3
00:40.1, 224.0, 228.2
00:42.1, 233.1, 234.9
00:44.1, 234.2, 234.5
00:46.1, 236.8, 248.0
00:48.1, 244.5, 239.9
00:50.1, 240.8, 240.3
00:52.1, 246.9, 247.6
00:54.1, 255.4, 258.4
00:56.1, 262.1, 259.7
00:58.1, 260.2, 264.2
01:00.1, 267.7, 270.1
01:02.1, 274.6, 281.3
01:04.1, 290.6, 285.8
01:06.1, 282.9, 281.3
01:08.1, 285.3, 285.4
01:10.1, 286.2, 288.1
01:12.1, 285.4, 284.0
01:14.1, 285.9, 288.1
01:16.1, 290.7, 295.2
01:18.1, 289.4, 291.2
01:20.1, 291.9, 293.4
01:22.1, 293.0, 295.2
01:24.1, 298.8, 304.2
01:26.1, 300.7, 300.6
01:28.1, 303.7, 305.1
01:30.1, 307.3, 308.3
01:32.1, 310.3, 313.2
01:34.1, 314.4, 310.1
01:36.1, 313.4, 318.2
01:38.1, 318.6, 325.4
01:40.1, 329.2, 328.1
01:42.1, 326.0, 328.1
01:44.1, 327.7, 324.1
01:46.1, 325.9, 326.3
01:48.1, 329.7, 329.9
01:50.1, 332.0, 336.2
01:52.1, 336.6, 332.1
01:54.1, 332.3, 330.4
01:56.1, 333.4, 332.1
01:58.1, 335.4, 340.7
02:00.1, 338.8, 336.2
02:02.1, 336.3, 337.6
02:04.1, 341.9, 347.0
02:06.1, 345.1, 346.1
