Sumatra Buah Buahan
Run #24,T_amb=71.4
elapsed, t_avg(15), t_bean
00:00.1, 68.0, 68.5
00:02.1, 68.5, 70.2
00:04.1, 73.4, 74.3
00:06.1, 81.0, 85.5
00:08.1, 92.6, 95.5
00:10.1, 102.6, 105.8
00:12.1, 110.2, 111.7
00:14.1, 117.5, 120.7
00:16.1, 125.5, 127.8
00:18.1, 131.2, 136.4
00:20.1, 141.8, 143.6
00:22.1, 146.4, 148.6
00:24.1, 156.5, 165.2
00:26.1, 172.3, 175.1
00:28.1, 175.9, 179.2
00:30.1, 182.2, 184.6
00:32.1, 188.4, 194.0
00:34.1, 198.1, 197.6
00:36.1, 199.3, 199.4
00:38.1, 208.7, 215.2
00:40.1, 217.0, 222.8
00:42.1, 222.7, 219.2
00:44.1, 225.0, 232.7
00:46.1, 233.0, 236.3
00:48.1, 238.8, 239.9
00:50.1, 243.7, 245.3
00:52.1, 246.9, 248.0
00:54.1, 251.8, 256.6
00:56.1, 257.6, 259.2
00:58.1, 262.3, 261.5
01:00.1, 265.5, 266.0
01:02.1, 269.9, 272.3
01:04.1, 273.7, 274.6
01:06.1, 276.4, 276.8
01:08.1, 277.7, 274.6
01:10.1, 279.4, 282.6
01:12.1, 283.0, 282.2
01:14.1, 288.6, 289.4
01:16.1, 290.1, 291.2
01:18.1, 291.6, 293.4
01:20.1, 293.7, 300.2
01:22.1, 295.1, 294.8
01:24.1, 294.1, 293.9
01:26.1, 295.7, 296.1
01:28.1, 298.9, 298.9
01:30.1, 300.6, 298.9
01:32.1, 301.4, 301.6
01:34.1, 301.6, 302.4
01:36.1, 304.5, 306.9
01:38.1, 308.7, 312.4
01:40.1, 312.9, 313.7
01:42.1, 315.0, 315.1
01:44.1, 319.0, 321.8
01:46.1, 320.1, 321.4
01:48.1, 321.1, 320.4
01:50.1, 323.2, 324.5
01:52.1, 326.2, 328.1
01:54.1, 329.0, 331.2
01:56.1, 331.6, 333.5
01:58.1, 334.0, 334.9
02:00.1, 336.7, 336.6
02:02.1, 336.7, 338.4
02:04.1, 339.2, 340.7
02:06.1, 341.2, 341.6
02:08.1, 342.7, 342.9
02:10.1, 345.2, 344.3
02:12.1, 346.0, 348.4
02:14.1, 348.6, 348.8
02:16.1, 349.5, 351.9
02:18.1, 351.2, 351.9
02:20.1, 351.0, 353.3
02:22.1, 350.6, 351.9
02:24.1, 351.9, 351.5
02:26.1, 353.9, 356.4
02:28.1, 354.1, 354.2
02:30.1, 357.1, 359.6
02:32.1, 358.0, 360.5
02:34.1, 359.1, 361.4
02:36.1, 361.8, 363.2
02:38.1, 363.1, 361.9
02:40.1, 363.2, 363.2
02:42.1, 364.6, 364.6
02:44.1, 367.9, 369.1
02:46.1, 369.9, 369.5
02:48.1, 370.8, 372.6
02:50.1, 373.1, 375.4
02:52.1, 373.8, 375.8
02:54.1, 376.3, 376.7
02:56.1, 375.3, 375.4
02:58.1, 374.9, 374.0
03:00.1, 372.8, 373.1
03:02.1, 374.3, 374.9
03:04.1, 374.2, 375.4
03:06.1, 376.0, 376.7
03:08.1, 376.3, 378.5
03:10.1, 378.5, 379.4
03:12.1, 380.0, 381.2
03:14.1, 380.8, 381.6
03:16.1, 381.3, 383.4
03:18.1, 382.1, 383.9
03:20.1, 383.6, 386.1
03:22.1, 386.5, 388.9
03:24.1, 388.5, 388.4
03:26.1, 388.8, 384.8
03:28.1, 389.2, 389.8
03:30.1, 390.4, 389.3
03:32.1, 393.2, 393.4
03:34.1, 390.4, 394.2
03:36.1, 394.2, 394.2
03:38.1, 396.1, 396.9
03:40.1, 396.8, 397.4
03:42.1, 396.1, 396.5
03:44.1, 399.1, 401.9
03:46.1, 399.5, 398.8
03:48.1, 399.0, 401.0
03:50.1, 401.1, 401.4
03:52.1, 400.9, 400.6
03:54.1, 400.1, 399.2
03:56.1, 400.7, 402.4
03:58.1, 400.1, 400.6
04:00.1, 401.0, 401.0
04:02.1, 402.5, 403.7
04:04.1, 402.8, 401.9
04:06.1, 404.4, 405.5
04:08.1, 406.5, 405.5
04:10.1, 405.7, 408.2
04:12.1, 407.6, 406.4
04:14.1, 406.7, 407.3
04:16.1, 408.5, 408.6
04:18.1, 412.4, 411.8
04:20.1, 412.6, 411.4
04:22.1, 413.4, 415.4
04:24.1, 414.4, 413.6
04:26.1, 414.4, 415.4
04:28.1, 415.2, 415.9
04:30.1, 417.0, 417.6
04:32.1, 417.4, 419.9
04:34.1, 417.0, 417.6
04:36.1, 417.8, 418.6
04:38.1, 420.3, 420.4
04:40.1, 420.4, 419.4
04:42.1, 420.7, 419.0
04:44.1, 421.1, 421.2
04:46.1, 422.6, 420.4
04:48.1, 423.7, 425.3
04:50.1, 424.7, 427.6
04:52.1, 423.9, 425.3
04:54.1, 426.9, 430.7
04:56.1, 428.2, 427.6
04:58.1, 428.1, 429.4
05:00.1, 428.4, 429.8
05:02.1, 431.3, 431.1
05:04.1, 433.1, 431.1
05:06.1, 433.2, 432.9
05:08.1, 434.2, 434.8
05:10.1, 434.8, 436.6
05:12.1, 434.8, 433.9
05:14.1, 435.9, 435.2
05:16.1, 439.5, 437.4
05:18.1, 440.7, 440.6
05:20.1, 438.1, 438.8
05:22.1, 439.2, 440.6
05:24.1, 441.9, 445.1
05:26.1, 442.9, 442.9
05:28.1, 444.5, 445.6
05:30.1, 444.4, 443.3
05:32.1, 445.2, 444.6
05:34.1, 445.3, 443.8
05:36.1, 445.8, 446.0
05:38.1, 446.7, 446.0
05:40.1, 446.8, 446.9
05:42.1, 446.2, 446.0
05:44.1, 448.9, 450.9
05:46.1, 452.1, 449.1
05:48.1, 451.4, 452.3
05:50.1, 450.3, 450.1
05:52.1, 450.6, 450.5
05:54.1, 451.2, 452.8
05:56.1, 453.0, 453.6
05:58.1, 453.9, 455.9
06:00.1, 455.0, 452.8
06:02.1, 455.8, 457.2
06:04.1, 458.4, 461.8
06:06.1, 455.6, 455.9
06:08.1, 457.4, 450.1
06:10.1, 459.1, 459.5
06:12.1, 458.5, 459.1
06:14.1, 459.7, 459.9
06:16.1, 459.9, 462.2
06:18.1, 461.6, 461.3
06:20.1, 462.3, 463.6
06:22.1, 460.1, 459.1
06:24.1, 457.0, 461.8
06:26.1, 458.2, 454.6
06:28.1, 450.2, 450.5
