Sumatra Buah Buahan
Run #35,T_amb=75.0
elapsed, t_avg(15), t_bean
00:00.1, 67.5, 60.4
00:02.1, 63.2, 64.0
00:04.1, 73.3, 81.0
00:06.1, 81.5, 90.5
00:08.1, 95.8, 107.6
00:10.1, 103.9, 105.3
00:12.1, 109.8, 116.2
00:14.1, 118.8, 123.8
00:16.1, 135.5, 140.4
00:18.1, 142.6, 145.8
00:20.1, 151.2, 154.4
00:22.1, 159.6, 157.6
00:24.1, 163.8, 169.7
00:26.1, 170.3, 183.2
00:28.1, 180.6, 180.5
00:30.1, 185.5, 188.2
00:32.1, 192.9, 196.2
00:34.1, 198.3, 200.8
00:36.1, 202.7, 204.8
00:38.1, 209.0, 213.3
00:40.1, 215.2, 212.0
00:42.1, 217.2, 220.6
00:44.1, 222.8, 223.2
00:46.1, 230.0, 234.9
00:48.1, 234.6, 233.6
00:50.1, 239.4, 240.8
00:52.1, 245.4, 246.2
00:54.1, 249.6, 249.3
00:56.1, 248.3, 251.2
00:58.1, 254.0, 251.2
01:00.1, 256.0, 262.4
01:02.1, 263.1, 262.9
01:04.1, 265.4, 269.6
01:06.1, 270.5, 271.4
01:08.1, 276.7, 274.6
01:10.1, 277.9, 278.1
01:12.1, 281.9, 283.1
01:14.1, 285.2, 288.5
01:16.1, 287.4, 291.2
01:18.1, 288.9, 290.3
01:20.1, 293.1, 295.2
01:22.1, 296.3, 297.1
01:24.1, 297.9, 298.9
01:26.1, 299.8, 299.8
01:28.1, 298.8, 298.9
01:30.1, 302.8, 302.9
01:32.1, 304.9, 305.1
01:34.1, 307.5, 306.5
01:36.1, 307.6, 308.8
01:38.1, 312.6, 311.9
01:40.1, 313.7, 312.8
01:42.1, 316.2, 317.8
01:44.1, 318.0, 320.9
01:46.1, 320.9, 323.1
01:48.1, 321.1, 321.4
01:50.1, 325.1, 327.6
01:52.1, 327.1, 327.2
01:54.1, 329.5, 329.4
01:56.1, 331.1, 329.9
01:58.1, 330.4, 330.8
02:00.1, 333.1, 333.5
02:02.1, 335.0, 332.1
02:04.1, 335.2, 337.1
02:06.1, 338.3, 339.4
02:08.1, 339.7, 338.0
02:10.1, 339.2, 342.9
02:12.1, 342.4, 342.9
02:14.1, 344.5, 347.9
02:16.1, 347.9, 348.4
02:18.1, 347.5, 347.9
02:20.1, 347.8, 348.4
02:22.1, 352.8, 354.6
02:24.1, 363.0, 362.3
02:26.1, 357.2, 355.1
02:28.1, 353.2, 352.9
02:30.1, 355.2, 356.0
02:32.1, 355.0, 356.4
02:34.1, 356.3, 358.2
02:36.1, 355.9, 356.0
02:38.1, 357.7, 359.1
02:40.1, 359.1, 360.1
02:42.1, 364.2, 363.2
02:44.1, 363.4, 362.3
02:46.1, 363.9, 362.8
02:48.1, 365.3, 367.2
02:50.1, 369.4, 378.1
