Sumatra Buah Buahan
Run #06,T_amb=73.1
elapsed, t_avg(15), t_bean
00:00.1, 68.1, 68.9
00:02.1, 71.5, 75.2
00:04.1, 81.8, 85.1
00:06.1, 91.9, 96.8
00:08.1, 98.3, 104.5
00:10.1, 105.3, 110.8
00:12.1, 118.2, 118.8
00:14.1, 125.4, 133.2
00:16.1, 130.8, 139.6
00:18.1, 142.4, 142.7
00:20.1, 147.2, 148.6
00:22.1, 154.8, 160.2
00:24.1, 160.0, 172.8
00:26.1, 178.0, 176.0
00:28.1, 179.8, 183.7
00:30.1, 182.4, 185.0
00:32.1, 190.6, 195.3
00:34.1, 195.8, 198.1
00:36.1, 203.4, 202.6
00:38.1, 207.6, 207.9
00:40.1, 214.9, 222.8
00:42.1, 219.8, 219.2
00:44.1, 223.1, 225.9
00:46.1, 229.7, 231.3
00:48.1, 234.1, 234.9
00:50.1, 239.7, 239.9
00:52.1, 240.2, 243.9
00:54.1, 244.9, 248.0
00:56.1, 251.6, 253.8
00:58.1, 257.2, 258.8
01:00.1, 257.0, 257.9
01:02.1, 262.5, 260.6
01:04.1, 264.3, 266.4
01:06.1, 268.3, 270.9
01:08.1, 275.2, 274.1
01:10.1, 274.3, 272.8
01:12.1, 275.8, 276.8
01:14.1, 279.7, 284.0
01:16.1, 283.6, 285.4
01:18.1, 284.5, 285.8
01:20.1, 288.5, 290.3
01:22.1, 291.0, 292.1
01:24.1, 292.5, 293.9
01:26.1, 294.6, 296.1
01:28.1, 300.3, 300.6
01:30.1, 300.0, 299.3
01:32.1, 307.6, 309.2
01:34.1, 310.5, 309.2
01:36.1, 308.0, 308.3
01:38.1, 310.4, 310.6
01:40.1, 313.7, 314.1
01:42.1, 316.5, 314.1
01:44.1, 316.7, 317.8
01:46.1, 319.5, 321.8
01:48.1, 326.4, 326.3
01:50.1, 324.8, 323.1
01:52.1, 325.7, 329.4
01:54.1, 328.4, 329.0
01:56.1, 329.4, 329.9
01:58.1, 331.3, 332.1
02:00.1, 333.0, 334.9
02:02.1, 332.8, 334.4
02:04.1, 336.8, 336.2
02:06.1, 336.2, 338.9
02:08.1, 338.5, 337.6
02:10.1, 339.2, 341.1
02:12.1, 341.1, 341.1
02:14.1, 345.0, 344.3
02:16.1, 343.4, 342.9
02:18.1, 346.9, 346.6
02:20.1, 347.3, 348.8
02:22.1, 351.8, 351.5
02:24.1, 353.4, 353.8
02:26.1, 354.8, 355.6
02:28.1, 356.0, 355.6
02:30.1, 356.3, 357.8
02:32.1, 362.3, 362.8
02:34.1, 359.4, 361.4
02:36.1, 360.6, 361.4
02:38.1, 362.9, 367.2
02:40.1, 363.6, 363.2
02:42.1, 365.5, 369.5
02:44.1, 368.5, 367.2
02:46.1, 368.5, 369.5
02:48.1, 369.8, 371.3
02:50.1, 371.4, 370.9
02:52.1, 370.9, 369.1
02:54.1, 371.1, 371.3
02:56.1, 372.3, 374.0
02:58.1, 374.3, 375.4
03:00.1, 374.3, 373.1
03:02.1, 375.2, 377.1
03:04.1, 377.1, 378.1
03:06.1, 378.7, 379.9
03:08.1, 379.1, 379.4
03:10.1, 380.3, 380.3
03:12.1, 381.8, 382.1
03:14.1, 382.9, 383.4
03:16.1, 383.8, 386.1
03:18.1, 387.2, 386.1
03:20.1, 385.4, 385.2
03:22.1, 386.5, 384.8
03:24.1, 384.8, 384.8
03:26.1, 387.2, 387.1
03:28.1, 388.9, 391.6
03:30.1, 389.9, 393.4
03:32.1, 391.2, 393.8
03:34.1, 393.0, 395.1
03:36.1, 397.7, 394.7
03:38.1, 397.9, 399.2
03:40.1, 398.5, 400.1
03:42.1, 397.5, 395.6
03:44.1, 397.2, 397.4
03:46.1, 397.2, 395.1
03:48.1, 398.1, 399.6
03:50.1, 398.5, 397.9
03:52.1, 399.4, 400.6
03:54.1, 403.5, 403.2
03:56.1, 402.9, 403.7
03:58.1, 403.0, 402.4
04:00.1, 403.9, 405.1
04:02.1, 404.4, 405.1
04:04.1, 406.6, 407.8
04:06.1, 408.7, 408.2
04:08.1, 407.5, 406.9
04:10.1, 408.2, 409.1
04:12.1, 408.9, 410.9
04:14.1, 410.3, 409.6
04:16.1, 409.3, 409.1
04:18.1, 408.5, 408.6
04:20.1, 408.5, 408.6
04:22.1, 408.6, 409.1
04:24.1, 412.3, 411.4
04:26.1, 413.6, 413.6
04:28.1, 413.0, 411.8
04:30.1, 414.1, 414.9
04:32.1, 414.5, 414.5
04:34.1, 415.8, 416.3
04:36.1, 417.0, 419.0
04:38.1, 418.9, 417.2
04:40.1, 418.3, 419.0
04:42.1, 420.1, 420.4
04:44.1, 420.6, 420.8
04:46.1, 423.0, 422.6
04:48.1, 421.6, 421.7
04:50.1, 421.0, 422.1
04:52.1, 423.1, 424.9
04:54.1, 424.2, 423.5
04:56.1, 424.4, 423.9
04:58.1, 424.1, 423.5
05:00.1, 424.2, 424.9
05:02.1, 423.7, 423.5
05:04.1, 423.9, 424.9
05:06.1, 424.8, 425.3
05:08.1, 427.5, 427.6
05:10.1, 428.2, 426.6
05:12.1, 428.1, 428.4
05:14.1, 428.8, 428.0
05:16.1, 429.4, 428.9
05:18.1, 428.7, 432.5
05:20.1, 429.4, 428.4
05:22.1, 430.6, 429.8
05:24.1, 430.9, 430.2
05:26.1, 431.8, 434.3
05:28.1, 434.6, 434.8
05:30.1, 435.9, 437.9
05:32.1, 437.2, 435.6
05:34.1, 438.3, 435.2
05:36.1, 436.1, 435.6
05:38.1, 437.7, 437.0
05:40.1, 437.9, 437.9
05:42.1, 439.9, 441.5
05:44.1, 439.0, 437.4
05:46.1, 439.4, 438.4
05:48.1, 440.5, 437.4
05:50.1, 440.1, 440.1
05:52.1, 443.2, 448.2
05:54.1, 446.1, 443.8
05:56.1, 442.7, 446.4
05:58.1, 443.8, 444.2
06:00.1, 444.1, 444.2
06:02.1, 448.2, 449.1
06:04.1, 450.4, 454.1
06:06.1, 451.8, 449.6
06:08.1, 448.2, 447.4
06:10.1, 450.5, 453.6
06:12.1, 453.3, 453.6
06:14.1, 455.9, 452.3
06:16.1, 453.7, 450.9
06:18.1, 453.6, 454.6
06:20.1, 454.0, 455.4
06:22.1, 454.6, 452.8
06:24.1, 454.5, 455.9
06:26.1, 457.9, 458.6
06:28.1, 456.4, 456.4
06:30.1, 457.6, 458.6
06:32.1, 458.9, 461.3
06:34.1, 460.5, 463.1
