Sumatra Buah Buahan
Run #02,T_amb=77.1
elapsed, t_avg(15), t_bean
00:00.1, 68.6, 76.5
00:02.1, 82.7, 92.8
00:04.1, 95.9, 98.6
00:06.1, 116.4, 129.7
00:08.1, 135.5, 145.8
00:10.1, 153.7, 160.7
00:12.1, 174.7, 188.2
00:14.1, 180.8, 183.7
00:16.1, 191.5, 191.3
00:18.1, 195.1, 205.7
00:20.1, 226.0, 241.2
00:22.1, 231.8, 221.4
00:24.1, 216.6, 216.1
00:26.1, 215.9, 213.8
00:28.1, 212.1, 211.1
00:30.1, 213.4, 221.9
00:32.1, 226.4, 230.9
00:34.1, 246.9, 254.3
00:36.1, 262.3, 261.9
00:38.1, 263.8, 273.6
00:40.1, 281.7, 285.4
00:42.1, 285.5, 297.1
00:44.1, 286.7, 274.1
00:46.1, 275.3, 270.9
00:48.1, 278.4, 309.2
00:50.1, 293.2, 301.6
00:52.1, 300.3, 293.0
00:54.1, 284.8, 285.8
00:56.1, 290.7, 290.3
00:58.1, 286.4, 285.4
01:00.1, 291.4, 294.4
01:02.1, 299.1, 304.7
01:04.1, 290.1, 280.9
01:06.1, 292.8, 294.4
01:08.1, 297.8, 295.7
01:10.1, 289.0, 284.9
01:12.1, 300.4, 306.1
01:14.1, 306.7, 304.7
01:16.1, 307.3, 302.0
01:18.1, 297.0, 305.6
01:20.1, 304.1, 301.1
01:22.1, 299.8, 298.4
01:24.1, 293.2, 295.2
01:26.1, 299.8, 297.9
01:28.1, 309.4, 305.6
01:30.1, 317.2, 327.2
01:32.1, 326.2, 317.8
01:34.1, 321.2, 319.6
01:36.1, 315.6, 315.1
01:38.1, 314.5, 326.8
01:40.1, 309.1, 306.1
01:42.1, 310.7, 318.6
01:44.1, 323.6, 336.2
01:46.1, 327.0, 315.1
01:48.1, 319.6, 324.1
01:50.1, 321.4, 322.2
01:52.1, 327.9, 328.1
01:54.1, 319.2, 318.2
01:56.1, 326.4, 322.7
01:58.1, 330.9, 330.8
02:00.1, 322.1, 325.9
02:02.1, 326.4, 328.6
02:04.1, 334.1, 341.1
02:06.1, 336.1, 337.6
02:08.1, 335.7, 332.1
02:10.1, 336.7, 342.5
02:12.1, 336.5, 334.4
02:14.1, 338.3, 343.4
02:16.1, 348.8, 354.6
02:18.1, 352.5, 357.4
02:20.1, 343.5, 347.0
02:22.1, 348.9, 349.7
02:24.1, 352.5, 361.4
02:26.1, 357.9, 357.4
02:28.1, 358.7, 366.4
02:30.1, 358.5, 354.6
02:32.1, 353.9, 350.1
02:34.1, 350.2, 356.0
02:36.1, 360.0, 368.1
02:38.1, 366.0, 361.9
02:40.1, 368.2, 364.1
02:42.1, 363.9, 365.9
02:44.1, 365.9, 365.0
02:46.1, 367.5, 371.8
02:48.1, 372.6, 372.2
02:50.1, 375.8, 373.6
02:52.1, 371.7, 372.6
02:54.1, 379.5, 382.1
02:56.1, 376.1, 374.0
02:58.1, 377.1, 377.1
03:00.1, 375.5, 372.2
03:02.1, 371.4, 371.8
03:04.1, 376.1, 379.4
03:06.1, 375.3, 372.6
03:08.1, 377.4, 381.6
03:10.1, 378.7, 377.6
03:12.1, 386.5, 388.9
03:14.1, 390.5, 386.6
03:16.1, 392.0, 392.9
03:18.1, 379.6, 373.1
03:20.1, 380.2, 381.2
03:22.1, 378.0, 379.9
03:24.1, 379.7, 389.8
03:26.1, 383.1, 378.1
03:28.1, 381.9, 386.6
03:30.1, 393.0, 390.6
03:32.1, 392.8, 390.6
03:34.1, 390.7, 383.4
03:36.1, 389.5, 387.9
03:38.1, 395.3, 394.7
03:40.1, 400.8, 416.3
03:42.1, 405.1, 402.4
03:44.1, 400.9, 395.1
03:46.1, 404.1, 412.2
03:48.1, 403.5, 404.1
03:50.1, 399.8, 397.9
03:52.1, 400.4, 405.1
03:54.1, 402.1, 400.1
03:56.1, 399.6, 395.6
03:58.1, 402.9, 410.4
04:00.1, 404.7, 403.2
04:02.1, 407.4, 420.8
04:04.1, 413.2, 407.3
04:06.1, 409.1, 403.2
04:08.1, 406.4, 403.2
04:10.1, 412.3, 419.0
04:12.1, 416.7, 420.4
04:14.1, 413.3, 414.5
04:16.1, 419.5, 412.7
04:18.1, 410.0, 411.4
