Sumatra Buah Buahan
Run #38,T_amb=75.4
elapsed, t_avg(15), t_bean
00:00.1, 67.9, 66.2
00:02.1, 68.9, 73.4
00:04.1, 79.7, 85.5
00:06.1, 91.8, 97.2
00:08.1, 105.9, 112.5
00:10.1, 120.1, 129.2
00:12.1, 133.3, 139.6
00:14.1, 143.4, 147.2
00:16.1, 151.1, 156.2
00:18.1, 160.3, 163.8
00:20.1, 168.0, 173.3
00:22.1, 176.8, 180.1
00:24.1, 182.1, 185.9
00:26.1, 189.0, 190.8
00:28.1, 194.1, 197.6
00:30.1, 200.2, 203.0
00:32.1, 204.6, 207.5
00:34.1, 211.9, 215.6
00:36.1, 218.8, 220.6
00:38.1, 221.0, 221.4
00:40.1, 226.3, 228.2
00:42.1, 230.5, 233.6
00:44.1, 235.3, 235.4
00:46.1, 237.9, 239.9
00:48.1, 243.0, 244.8
00:50.1, 247.0, 249.8
00:52.1, 250.0, 251.2
00:54.1, 253.6, 255.2
00:56.1, 258.1, 260.1
00:58.1, 261.4, 262.9
01:00.1, 265.4, 265.1
01:02.1, 267.1, 268.2
01:04.1, 270.1, 271.4
01:06.1, 273.8, 275.9
01:08.1, 276.6, 275.4
01:10.1, 278.8, 278.6
01:12.1, 282.2, 282.6
01:14.1, 284.8, 285.4
01:16.1, 287.6, 288.9
01:18.1, 290.5, 291.6
01:20.1, 292.4, 293.4
01:22.1, 294.4, 295.7
01:24.1, 297.2, 297.1
01:26.1, 298.0, 299.3
01:28.1, 301.0, 300.6
01:30.1, 303.8, 304.2
01:32.1, 305.3, 305.6
01:34.1, 307.9, 309.6
01:36.1, 309.3, 308.8
01:38.1, 311.3, 311.9
01:40.1, 312.7, 312.8
01:42.1, 315.1, 315.9
01:44.1, 316.6, 317.3
01:46.1, 318.0, 319.6
01:48.1, 320.5, 320.4
01:50.1, 321.0, 321.4
01:52.1, 322.8, 323.6
01:54.1, 324.6, 325.9
01:56.1, 326.7, 327.2
01:58.1, 327.9, 328.6
02:00.1, 329.7, 331.2
02:02.1, 331.6, 332.1
02:04.1, 333.2, 334.4
02:06.1, 334.3, 334.9
02:08.1, 335.8, 336.6
02:10.1, 337.5, 337.6
02:12.1, 338.9, 339.4
02:14.1, 340.0, 342.1
02:16.1, 341.4, 341.6
02:18.1, 342.4, 343.9
02:20.1, 344.1, 344.8
02:22.1, 345.8, 346.6
02:24.1, 347.2, 347.4
02:26.1, 348.3, 349.7
02:28.1, 351.0, 349.7
02:30.1, 350.4, 351.1
02:32.1, 352.0, 353.3
02:34.1, 353.8, 355.1
02:36.1, 354.4, 354.2
02:38.1, 355.6, 356.4
02:40.1, 357.2, 358.2
02:42.1, 358.2, 359.1
02:44.1, 359.7, 360.5
02:46.1, 360.4, 360.9
