Sumatra Buah Buahan
Run #36,T_amb=73.0
elapsed, t_avg(15), t_bean
00:00.1, 68.1, 69.3
00:02.1, 70.5, 72.0
00:04.1, 80.1, 85.5
00:06.1, 95.0, 94.5
00:08.1, 102.7, 108.5
00:10.1, 110.8, 115.2
00:12.1, 123.0, 127.8
00:14.1, 135.2, 140.0
00:16.1, 141.7, 142.7
00:18.1, 146.2, 146.8
00:20.1, 153.5, 157.1
00:22.1, 164.6, 166.6
00:24.1, 173.3, 176.0
00:26.1, 182.9, 186.3
00:28.1, 191.6, 193.6
00:30.1, 195.0, 197.6
00:32.1, 203.5, 210.7
00:34.1, 215.0, 215.2
00:36.1, 216.5, 220.1
00:38.1, 221.0, 224.6
00:40.1, 226.8, 231.3
00:42.1, 234.5, 232.7
00:44.1, 236.6, 237.7
00:46.1, 245.1, 250.7
00:48.1, 249.8, 249.8
00:50.1, 253.1, 254.3
00:52.1, 256.6, 257.0
00:54.1, 258.9, 262.4
00:56.1, 266.3, 267.8
00:58.1, 271.6, 269.6
01:00.1, 271.5, 278.6
01:02.1, 276.6, 276.8
01:04.1, 280.4, 284.9
01:06.1, 284.4, 283.1
01:08.1, 284.7, 284.4
01:10.1, 287.7, 288.9
01:12.1, 291.0, 293.4
01:14.1, 295.3, 298.4
01:16.1, 298.4, 298.4
01:18.1, 301.0, 301.1
01:20.1, 301.2, 302.4
01:22.1, 304.3, 308.8
01:24.1, 309.4, 310.1
01:26.1, 310.6, 310.6
01:28.1, 310.1, 311.0
01:30.1, 311.4, 314.1
01:32.1, 314.1, 313.2
01:34.1, 315.2, 316.4
01:36.1, 318.2, 319.6
01:38.1, 321.4, 321.8
01:40.1, 322.9, 323.6
01:42.1, 323.9, 323.6
01:44.1, 325.8, 325.4
01:46.1, 327.9, 330.4
01:48.1, 331.3, 331.7
01:50.1, 332.7, 332.1
01:52.1, 333.4, 334.4
01:54.1, 334.6, 333.9
01:56.1, 336.1, 336.6
01:58.1, 338.1, 338.4
02:00.1, 339.7, 338.4
02:02.1, 340.1, 340.2
02:04.1, 342.3, 342.5
02:06.1, 344.9, 345.6
02:08.1, 347.0, 347.4
02:10.1, 347.1, 348.4
02:12.1, 348.2, 348.4
02:14.1, 350.2, 351.5
02:16.1, 351.4, 352.9
02:18.1, 353.9, 354.2
02:20.1, 354.9, 354.6
02:22.1, 355.8, 356.9
02:24.1, 358.1, 357.4
02:26.1, 358.7, 358.2
02:28.1, 359.6, 359.6
02:30.1, 361.1, 362.3
02:32.1, 362.7, 364.6
02:34.1, 364.7, 364.1
02:36.1, 364.9, 364.6
02:38.1, 365.5, 366.4
02:40.1, 367.3, 367.2
02:42.1, 368.0, 369.9
02:44.1, 369.3, 369.5
02:46.1, 369.9, 370.9
02:48.1, 371.8, 373.1
02:50.1, 374.2, 374.0
02:52.1, 374.6, 374.4
02:54.1, 375.1, 374.4
02:56.1, 374.7, 374.0
02:58.1, 375.9, 377.1
03:00.1, 377.1, 377.1
03:02.1, 378.4, 378.9
03:04.1, 379.7, 381.2
03:06.1, 381.2, 381.2
03:08.1, 381.5, 381.6
03:10.1, 382.3, 383.0
03:12.1, 382.9, 383.9
03:14.1, 384.4, 384.4
03:16.1, 385.7, 385.2
03:18.1, 386.1, 386.1
03:20.1, 386.4, 386.6
03:22.1, 388.3, 389.8
03:24.1, 389.4, 389.8
03:26.1, 389.5, 391.1
03:28.1, 390.8, 390.6
03:30.1, 391.2, 391.1
03:32.1, 392.2, 392.4
03:34.1, 393.6, 394.7
03:36.1, 394.8, 394.2
03:38.1, 395.0, 394.7
03:40.1, 395.6, 396.1
03:42.1, 396.6, 397.9
03:44.1, 397.8, 396.9
03:46.1, 398.2, 398.3
03:48.1, 398.5, 399.6
03:50.1, 399.2, 398.8
03:52.1, 400.2, 401.9
03:54.1, 402.1, 402.8
03:56.1, 402.7, 403.2
03:58.1, 402.8, 404.1
04:00.1, 402.9, 405.1
04:02.1, 404.6, 404.6
04:04.1, 404.5, 406.4
04:06.1, 405.6, 405.5
04:08.1, 407.9, 408.6
04:10.1, 408.0, 408.6
04:12.1, 407.5, 408.6
04:14.1, 408.5, 409.1
04:16.1, 409.6, 410.4
04:18.1, 408.7, 408.2
04:20.1, 411.8, 412.7
04:22.1, 411.8, 410.9
04:24.1, 413.7, 415.4
04:26.1, 415.1, 415.4
04:28.1, 414.6, 414.9
04:30.1, 414.7, 415.4
04:32.1, 416.4, 417.6
04:34.1, 417.6, 419.0
04:36.1, 418.1, 416.8
04:38.1, 417.8, 418.1
04:40.1, 419.6, 417.2
04:42.1, 419.4, 421.7
04:44.1, 423.0, 421.2
04:46.1, 420.7, 425.8
04:48.1, 422.5, 423.1
04:50.1, 424.4, 424.9
04:52.1, 425.6, 426.2
04:54.1, 424.6, 425.3
04:56.1, 425.1, 424.9
04:58.1, 425.9, 426.6
05:00.1, 426.3, 428.0
05:02.1, 427.0, 430.2
05:04.1, 427.8, 428.4
05:06.1, 430.7, 431.1
05:08.1, 429.4, 430.2
05:10.1, 429.2, 428.0
05:12.1, 429.8, 432.5
05:14.1, 430.9, 431.1
05:16.1, 430.7, 430.7
05:18.1, 430.1, 431.1
05:20.1, 432.0, 433.9
05:22.1, 432.0, 434.3
05:24.1, 433.2, 431.1
05:26.1, 432.6, 432.1
05:28.1, 432.4, 433.4
05:30.1, 433.4, 433.9
05:32.1, 433.8, 432.1
05:34.1, 436.0, 435.2
05:36.1, 437.3, 437.4
05:38.1, 435.8, 438.4
05:40.1, 437.7, 439.2
05:42.1, 439.4, 437.9
05:44.1, 438.3, 438.4
05:46.1, 438.7, 440.1
05:48.1, 439.7, 439.7
05:50.1, 440.3, 440.6
05:52.1, 441.5, 440.6
05:54.1, 442.0, 441.9
05:56.1, 442.7, 442.9
05:58.1, 442.5, 440.6
06:00.1, 443.1, 441.9
06:02.1, 442.3, 443.3
06:04.1, 443.2, 443.3
06:06.1, 444.9, 446.4
06:08.1, 446.1, 446.4
06:10.1, 446.1, 445.6
06:12.1, 446.1, 447.4
06:14.1, 445.1, 446.0
06:16.1, 446.9, 447.4
06:18.1, 445.9, 447.8
06:20.1, 449.2, 450.9
06:22.1, 449.7, 450.5
06:24.1, 449.4, 448.7
06:26.1, 448.7, 448.7
06:28.1, 449.6, 451.4
06:30.1, 450.8, 450.1
06:32.1, 450.2, 448.2
06:34.1, 451.6, 452.3
06:36.1, 452.2, 450.1
06:38.1, 454.6, 455.9
06:40.1, 454.3, 454.1
06:42.1, 454.3, 455.0
06:44.1, 454.4, 454.6
06:46.1, 453.8, 454.6
06:48.1, 456.0, 455.9
06:50.1, 455.4, 455.9
06:52.1, 455.7, 457.2
06:54.1, 456.3, 456.4
06:56.1, 456.9, 456.4
06:58.1, 455.2, 456.4
07:00.1, 456.7, 459.5
07:02.1, 456.7, 456.4
07:04.1, 457.1, 456.8
07:06.1, 458.4, 459.9
07:08.1, 458.1, 457.7
07:10.1, 459.0, 459.9
07:12.1, 460.5, 464.0
07:14.1, 461.9, 462.6
07:16.1, 461.4, 459.9
07:18.1, 460.6, 459.9
07:20.1, 462.5, 463.6
07:22.1, 461.5, 460.4
07:24.1, 459.9, 459.9
07:26.1, 461.3, 460.4
07:28.1, 462.2, 463.1
07:30.1, 465.2, 467.1
07:32.1, 464.0, 463.6
07:34.1, 464.3, 465.4
07:36.1, 465.0, 464.0
07:38.1, 464.4, 465.8
07:40.1, 465.5, 463.1
07:42.1, 464.7, 465.8
07:44.1, 465.5, 466.2
07:46.1, 465.4, 464.9
07:48.1, 466.3, 466.2
07:50.1, 466.8, 467.1
07:52.1, 457.7, 445.1
07:54.1, 422.4, 405.9
07:56.1, 393.6, 376.7
07:58.1, 371.8, 368.6
08:00.1, 356.7, 356.4
08:02.1, 343.2, 332.6
08:04.1, 331.6, 324.9
