Sumatra Buah Buahan
Run #28,T_amb=71.9
elapsed, t_avg(15), t_bean
00:00.1, 68.2, 70.7
00:02.1, 71.9, 71.6
00:04.1, 74.7, 77.9
00:06.1, 82.6, 86.5
00:08.1, 93.5, 101.3
00:10.1, 104.6, 110.3
00:12.1, 115.3, 121.1
00:14.1, 129.0, 129.7
00:16.1, 137.8, 138.7
00:18.1, 145.5, 147.7
00:20.1, 152.8, 153.9
00:22.1, 161.1, 165.2
00:24.1, 171.1, 176.9
00:26.1, 179.0, 180.1
00:28.1, 185.2, 189.9
00:30.1, 190.9, 195.8
00:32.1, 198.3, 199.4
00:34.1, 204.8, 211.6
00:36.1, 210.9, 211.1
00:38.1, 214.6, 221.9
00:40.1, 225.1, 225.9
00:42.1, 228.4, 230.0
00:44.1, 232.0, 235.4
00:46.1, 238.6, 242.6
00:48.1, 242.9, 242.6
00:50.1, 248.1, 248.9
00:52.1, 253.4, 253.8
00:54.1, 256.6, 257.9
00:56.1, 262.0, 263.3
00:58.1, 263.8, 264.2
01:00.1, 268.5, 268.7
01:02.1, 270.3, 272.3
01:04.1, 273.9, 279.1
01:06.1, 277.2, 277.7
01:08.1, 276.6, 277.2
01:10.1, 279.8, 283.6
01:12.1, 283.7, 285.4
01:14.1, 283.3, 282.6
01:16.1, 283.8, 285.4
01:18.1, 286.6, 286.2
01:20.1, 284.7, 287.1
01:22.1, 289.2, 293.0
01:24.1, 293.8, 293.9
01:26.1, 295.2, 295.2
01:28.1, 297.4, 297.9
01:30.1, 300.1, 300.2
01:32.1, 307.7, 311.9
01:34.1, 308.5, 310.1
01:36.1, 310.3, 312.8
01:38.1, 312.3, 311.0
01:40.1, 313.3, 314.1
01:42.1, 319.5, 320.9
01:44.1, 319.6, 323.1
01:46.1, 323.7, 324.1
01:48.1, 324.6, 326.8
01:50.1, 325.2, 323.1
01:52.1, 324.2, 324.9
01:54.1, 330.7, 333.5
01:56.1, 331.3, 330.4
01:58.1, 329.8, 328.6
02:00.1, 326.8, 326.3
02:02.1, 328.8, 330.8
02:04.1, 330.2, 329.4
02:06.1, 336.7, 334.4
02:08.1, 335.5, 337.6
02:10.1, 337.2, 335.3
02:12.1, 338.1, 338.9
02:14.1, 344.1, 336.6
