Sumatra Buah Buahan
Run #39,T_amb=74.3
elapsed, t_avg(15), t_bean
00:00.1, 68.7, 78.3
00:02.1, 78.7, 79.7
00:04.1, 84.1, 86.9
00:06.1, 91.0, 95.5
00:08.1, 99.9, 104.5
00:10.1, 107.2, 109.8
00:12.1, 115.2, 120.7
00:14.1, 130.8, 135.5
00:16.1, 138.1, 142.2
00:18.1, 147.3, 151.2
00:20.1, 158.0, 167.9
00:22.1, 171.1, 175.6
00:24.1, 178.2, 182.8
00:26.1, 182.7, 186.3
00:28.1, 191.8, 194.9
00:30.1, 197.2, 201.2
00:32.1, 205.3, 212.9
00:34.1, 212.9, 214.2
00:36.1, 221.7, 229.1
00:38.1, 227.0, 227.3
00:40.1, 229.7, 229.1
00:42.1, 233.1, 234.9
00:44.1, 239.8, 243.1
00:46.1, 244.8, 248.0
00:48.1, 249.9, 251.2
00:50.1, 256.2, 256.6
00:52.1, 258.9, 259.7
00:54.1, 262.1, 262.9
00:56.1, 267.9, 270.9
00:58.1, 271.3, 275.4
01:00.1, 276.6, 278.6
01:02.1, 281.8, 282.2
01:04.1, 282.2, 284.9
01:06.1, 285.3, 286.7
01:08.1, 289.5, 293.0
01:10.1, 292.9, 295.7
01:12.1, 294.2, 295.7
01:14.1, 298.1, 300.2
01:16.1, 302.0, 302.9
01:18.1, 303.7, 305.6
01:20.1, 307.0, 305.1
01:22.1, 310.0, 309.6
01:24.1, 313.2, 315.1
01:26.1, 315.2, 315.1
01:28.1, 319.1, 320.0
01:30.1, 320.9, 321.8
01:32.1, 322.6, 324.9
01:34.1, 324.3, 325.9
01:36.1, 325.4, 325.4
01:38.1, 326.9, 328.1
01:40.1, 329.5, 330.8
01:42.1, 331.8, 333.1
01:44.1, 333.7, 334.4
01:46.1, 336.0, 337.1
01:48.1, 339.1, 338.4
01:50.1, 338.9, 340.7
01:52.1, 341.5, 341.1
01:54.1, 343.6, 345.6
01:56.1, 345.3, 344.8
01:58.1, 345.3, 346.1
02:00.1, 348.4, 347.4
02:02.1, 351.7, 353.3
02:04.1, 353.1, 352.9
02:06.1, 354.9, 354.6
02:08.1, 353.8, 354.2
02:10.1, 355.1, 356.9
02:12.1, 358.6, 358.7
02:14.1, 360.2, 360.1
02:16.1, 360.5, 360.9
02:18.1, 362.4, 361.9
02:20.1, 362.9, 363.6
02:22.1, 366.0, 367.2
02:24.1, 367.9, 367.7
02:26.1, 367.8, 368.1
02:28.1, 368.1, 368.6
02:30.1, 370.6, 371.8
02:32.1, 372.8, 372.2
02:34.1, 375.9, 375.8
02:36.1, 375.8, 377.1
02:38.1, 377.0, 377.1
02:40.1, 377.9, 378.9
02:42.1, 378.1, 378.5
02:44.1, 379.2, 381.2
02:46.1, 381.8, 382.6
02:48.1, 383.2, 383.0
02:50.1, 382.8, 384.4
02:52.1, 385.2, 383.9
02:54.1, 386.3, 388.4
02:56.1, 387.5, 387.9
02:58.1, 388.2, 387.9
03:00.1, 387.9, 386.6
03:02.1, 389.9, 392.0
03:04.1, 391.7, 390.6
03:06.1, 393.1, 393.4
03:08.1, 393.6, 392.4
03:10.1, 394.6, 395.6
03:12.1, 395.1, 396.5
03:14.1, 398.1, 398.3
03:16.1, 397.4, 396.9
03:18.1, 398.8, 400.1
03:20.1, 400.4, 401.4
03:22.1, 401.6, 401.9
03:24.1, 402.3, 402.4
03:26.1, 402.6, 402.4
