Sumatra Buah Buahan
Run #16,T_amb=79.1
05:40.1, 451.0, 452.3
05:42.1, 451.8, 451.9
05:44.1, 449.8, 449.6
05:46.1, 451.1, 449.6
05:48.1, 454.7, 453.6
05:50.1, 452.3, 453.6
05:52.1, 453.9, 453.6
05:54.1, 452.0, 451.4
05:56.1, 453.9, 451.4
05:58.1, 454.6, 457.7
06:00.1, 452.9, 449.1
06:02.1, 451.2, 457.2
06:04.1, 454.1, 455.9
06:06.1, 455.1, 454.1
06:08.1, 460.8, 459.9
06:10.1, 463.2, 462.6
06:12.1, 465.0, 465.4
06:14.1, 464.7, 464.4
06:16.1, 468.0, 469.9
06:18.1, 466.4, 463.6
06:20.1, 464.4, 463.1
06:22.1, 463.7, 467.6
06:24.1, 467.2, 466.7
06:26.1, 467.0, 465.8
06:28.1, 470.3, 467.1
06:30.1, 470.4, 471.6
06:32.1, 471.0, 468.9
06:34.1, 474.1, 473.9
06:36.1, 472.2, 473.0
06:38.1, 475.6, 477.1
06:40.1, 475.5, 474.8
06:42.1, 478.6, 481.1
06:44.1, 478.5, 478.4
06:46.1, 477.3, 476.6
06:48.1, 478.9, 481.6
06:50.1, 479.7, 478.9
06:52.1, 477.9, 473.9
06:54.1, 476.1, 478.9
06:56.1, 502.7, 914.0
06:58.1, 472.4, 472.1
07:00.1, 474.0, 480.2
07:02.1, 478.9, 472.1
07:04.1, 455.5, 440.6
07:06.1, 426.1, 418.1
07:08.1, 404.6, 394.2
07:10.1, 389.2, 380.3
07:12.1, 362.3, 355.6
07:14.1, 354.3, 351.9
07:16.1, 344.5, 338.0
07:18.1, 331.8, 327.6
07:20.1, 320.8, 317.3
07:22.1, 314.6, 307.9
07:24.1, 306.6, 305.1
07:26.1, 300.5, 298.9
07:28.1, 294.1, 287.6
07:30.1, 285.1, 283.6
07:32.1, 279.9, 278.1
07:34.1, 274.6, 272.8
07:36.1, 269.9, 267.4
07:38.1, 266.1, 264.6
07:40.1, 261.0, 259.7
07:42.1, 256.1, 253.4
07:44.1, 250.9, 248.4
07:46.1, 247.7, 247.1
07:48.1, 244.9, 242.2
07:50.1, 240.9, 239.0
07:52.1, 237.5, 235.4
07:54.1, 234.1, 234.5
07:56.1, 230.7, 225.9
07:58.1, 226.8, 223.7
08:00.1, 225.0, 224.2
08:02.1, 221.1, 220.6
08:04.1, 220.5, 219.2
08:06.1, 217.5, 216.1
08:08.1, 214.9, 212.4
08:10.1, 211.7, 211.1
08:12.1, 208.2, 206.6
08:14.1, 206.0, 205.2
08:16.1, 203.5, 203.0
08:18.1, 202.0, 198.9
