Ethiopia Sidamo
Run #22,T_amb=70.9
elapsed, t_avg(15), t_bean
00:00.1, 68.1, 69.3
00:02.1, 70.2, 73.0
00:04.1, 77.9, 85.1
00:06.1, 87.1, 87.8
00:08.1, 101.7, 106.2
00:10.1, 111.5, 115.2
00:12.1, 119.3, 121.1
00:14.1, 127.8, 128.3
00:16.1, 135.8, 136.4
00:18.1, 141.7, 145.8
00:20.1, 152.1, 152.2
00:22.1, 156.3, 160.7
00:24.1, 162.9, 165.7
00:26.1, 173.0, 177.3
00:28.1, 179.1, 183.2
00:30.1, 186.7, 189.5
00:32.1, 192.7, 198.9
00:34.1, 198.3, 201.2
00:36.1, 202.1, 203.0
00:38.1, 208.9, 212.9
00:40.1, 216.6, 219.2
00:42.1, 222.6, 223.2
00:44.1, 228.9, 228.2
00:46.1, 232.0, 233.2
00:48.1, 237.7, 238.1
00:50.1, 243.8, 244.8
00:52.1, 245.8, 246.7
00:54.1, 251.2, 252.5
00:56.1, 254.9, 257.4
00:58.1, 260.4, 266.0
01:00.1, 263.9, 264.6
01:02.1, 265.8, 267.4
01:04.1, 268.9, 274.6
01:06.1, 273.9, 275.4
01:08.1, 277.0, 280.4
01:10.1, 283.1, 285.8
01:12.1, 285.3, 288.1
01:14.1, 287.9, 286.2
01:16.1, 288.6, 289.4
01:18.1, 291.2, 290.3
01:20.1, 294.2, 298.9
01:22.1, 295.4, 296.6
01:24.1, 296.3, 297.9
01:26.1, 299.8, 302.0
01:28.1, 301.9, 305.1
01:30.1, 305.4, 307.9
01:32.1, 308.1, 308.8
01:34.1, 309.7, 309.6
01:36.1, 311.5, 314.6
01:38.1, 315.0, 316.4
01:40.1, 315.5, 316.9
01:42.1, 318.1, 318.6
01:44.1, 319.7, 320.4
01:46.1, 322.0, 322.7
01:48.1, 324.4, 325.9
01:50.1, 327.6, 325.9
01:52.1, 326.1, 326.3
01:54.1, 330.0, 329.0
01:56.1, 332.9, 334.4
01:58.1, 336.1, 333.9
02:00.1, 335.7, 335.3
02:02.1, 337.4, 336.6
02:04.1, 338.7, 339.8
02:06.1, 340.2, 340.2
02:08.1, 342.6, 342.1
02:10.1, 343.0, 343.4
02:12.1, 346.6, 346.1
02:14.1, 345.4, 345.6
02:16.1, 348.0, 351.9
02:18.1, 349.8, 350.1
02:20.1, 351.0, 351.5
02:22.1, 353.2, 351.5
02:24.1, 353.1, 353.3
02:26.1, 353.9, 355.1
02:28.1, 357.2, 357.8
02:30.1, 358.6, 359.6
02:32.1, 362.0, 362.3
02:34.1, 360.4, 361.4
02:36.1, 361.5, 362.8
02:38.1, 362.6, 364.6
02:40.1, 363.0, 361.9
02:42.1, 364.8, 366.8
02:44.1, 366.6, 367.2
02:46.1, 368.5, 371.3
02:48.1, 370.3, 371.3
02:50.1, 369.9, 369.1
02:52.1, 371.6, 371.3
02:54.1, 374.7, 373.6
02:56.1, 373.0, 372.2
02:58.1, 373.9, 373.1
03:00.1, 375.4, 375.4
03:02.1, 377.2, 375.4
03:04.1, 376.7, 379.9
03:06.1, 379.6, 380.3
03:08.1, 379.9, 381.6
03:10.1, 381.3, 383.4
03:12.1, 383.1, 382.6
03:14.1, 383.8, 385.2
03:16.1, 386.2, 385.2
03:18.1, 384.1, 383.0
03:20.1, 383.7, 379.4
03:22.1, 377.4, 376.2
03:24.1, 372.2, 377.6
03:26.1, 377.1, 378.9
03:28.1, 383.0, 385.2
03:30.1, 385.9, 385.2
03:32.1, 387.1, 387.5
03:34.1, 389.1, 389.8
03:36.1, 392.3, 392.4
03:38.1, 391.7, 391.1
03:40.1, 393.5, 397.9
03:42.1, 396.6, 397.4
03:44.1, 396.0, 395.1
03:46.1, 398.1, 399.2
03:48.1, 399.8, 398.3
03:50.1, 397.4, 394.2
03:52.1, 396.7, 396.5
03:54.1, 397.9, 398.8
03:56.1, 397.5, 396.9
03:58.1, 399.4, 401.0
04:00.1, 398.6, 398.3
04:02.1, 400.0, 399.6
04:04.1, 400.6, 401.0
04:06.1, 401.0, 400.6
04:08.1, 403.1, 401.4
04:10.1, 403.0, 405.5
04:12.1, 405.2, 406.4
04:14.1, 407.4, 410.4
04:16.1, 407.7, 408.2
04:18.1, 409.3, 407.3
04:20.1, 408.9, 409.1
04:22.1, 408.9, 410.0
04:24.1, 409.9, 414.1
04:26.1, 411.7, 415.4
04:28.1, 412.4, 411.8
04:30.1, 411.9, 410.9
04:32.1, 413.6, 413.6
04:34.1, 413.7, 414.5
04:36.1, 417.7, 418.6
04:38.1, 416.7, 420.8
04:40.1, 418.7, 418.1
04:42.1, 418.4, 417.6
04:44.1, 420.1, 422.1
04:46.1, 421.6, 424.9
04:48.1, 421.4, 420.4
04:50.1, 423.2, 423.9
04:52.1, 425.5, 427.6
04:54.1, 429.0, 429.4
04:56.1, 427.0, 428.0
04:58.1, 428.2, 429.8
05:00.1, 428.6, 431.1
05:02.1, 428.5, 426.6
05:04.1, 427.7, 428.4
05:06.1, 427.4, 429.4
05:08.1, 429.9, 431.1
05:10.1, 432.5, 432.1
05:12.1, 433.1, 432.9
05:14.1, 435.2, 437.9
05:16.1, 435.1, 434.8
05:18.1, 434.3, 435.6
05:20.1, 433.5, 435.2
05:22.1, 436.1, 438.4
05:24.1, 441.2, 443.8
05:26.1, 440.9, 441.1
05:28.1, 441.7, 444.2
05:30.1, 442.8, 446.0
05:32.1, 444.1, 446.0
05:34.1, 445.0, 444.6
05:36.1, 445.7, 444.6
05:38.1, 445.0, 446.0
05:40.1, 445.5, 444.6
05:42.1, 446.3, 447.4
05:44.1, 447.0, 447.8
05:46.1, 449.9, 448.2
05:48.1, 447.8, 454.1
05:50.1, 448.5, 448.2
05:52.1, 448.9, 449.1
05:54.1, 451.1, 451.4
05:56.1, 452.6, 453.6
05:58.1, 452.1, 448.2
06:00.1, 452.1, 449.6
06:02.1, 453.2, 454.6
06:04.1, 453.0, 451.9
06:06.1, 453.1, 455.0
06:08.1, 454.9, 456.8
06:10.1, 454.0, 453.6
06:12.1, 452.9, 450.5
06:14.1, 454.8, 455.4
06:16.1, 456.2, 456.4
06:18.1, 456.9, 456.4
06:20.1, 458.0, 462.2
06:22.1, 458.2, 459.1
06:24.1, 458.7, 455.4
06:26.1, 460.5, 462.6
06:28.1, 461.5, 459.9
06:30.1, 462.6, 465.8
06:32.1, 461.6, 460.4
06:34.1, 458.6, 460.4
06:36.1, 460.3, 459.9
06:38.1, 459.6, 454.6
06:40.1, 461.1, 465.8
06:42.1, 460.9, 461.3
06:44.1, 465.0, 464.4
06:46.1, 464.6, 465.8
06:48.1, 453.5, 441.5
06:50.1, 425.2, 414.9
06:52.1, 407.3, 399.2
06:54.1, 383.5, 376.7
06:56.1, 365.1, 361.4
06:58.1, 352.5, 344.3
07:00.1, 339.9, 335.8
07:02.1, 328.1, 321.4
07:04.1, 316.3, 303.4
07:06.1, 308.5, 308.3
07:08.1, 303.0, 300.6
07:10.1, 295.9, 292.6
07:12.1, 286.1, 284.4
07:14.1, 281.8, 276.8
07:16.1, 274.7, 268.7
07:18.1, 269.0, 267.8
07:20.1, 263.3, 261.9
07:22.1, 259.7, 257.0
07:24.1, 255.1, 253.4
07:26.1, 249.9, 246.7
07:28.1, 244.8, 241.7
07:30.1, 240.6, 237.7
07:32.1, 235.6, 233.6
07:34.1, 231.4, 230.0
07:36.1, 228.8, 227.8
