Ethiopia Sidamo
Run #34,T_amb=75.8
04:20.1, 427.7, 428.9
04:22.1, 428.7, 428.0
04:24.1, 429.7, 430.7
04:26.1, 430.6, 430.7
04:28.1, 432.0, 432.1
04:30.1, 433.6, 436.1
04:32.1, 434.1, 434.8
04:34.1, 441.9, 440.6
04:36.1, 438.8, 442.9
04:38.1, 440.4, 439.7
04:40.1, 439.5, 439.2
04:42.1, 437.4, 435.6
04:44.1, 438.2, 438.8
04:46.1, 438.8, 438.8
04:48.1, 441.4, 439.7
04:50.1, 441.0, 442.4
04:52.1, 441.7, 441.1
04:54.1, 442.4, 441.5
04:56.1, 442.8, 440.1
04:58.1, 441.9, 441.5
05:00.1, 442.1, 442.4
05:02.1, 443.6, 443.8
05:04.1, 444.2, 444.6
05:06.1, 442.4, 442.9
05:08.1, 443.3, 441.9
05:10.1, 444.0, 447.8
05:12.1, 445.5, 446.9
05:14.1, 445.0, 445.1
05:16.1, 448.3, 448.2
05:18.1, 448.9, 446.9
05:20.1, 448.3, 448.2
05:22.1, 450.0, 451.4
05:24.1, 451.0, 451.4
05:26.1, 449.9, 450.1
05:28.1, 449.0, 449.1
05:30.1, 447.6, 445.1
05:32.1, 448.2, 449.6
05:34.1, 450.1, 452.8
05:36.1, 449.7, 451.4
05:38.1, 451.1, 450.5
05:40.1, 450.6, 447.8
05:42.1, 451.1, 449.6
05:44.1, 451.9, 454.1
05:46.1, 455.2, 455.4
05:48.1, 455.5, 457.7
05:50.1, 458.0, 461.3
05:52.1, 458.8, 457.7
05:54.1, 458.5, 460.4
05:56.1, 459.5, 460.9
05:58.1, 460.8, 461.3
06:00.1, 461.9, 462.6
06:02.1, 463.3, 465.4
06:04.1, 464.9, 465.8
