Ethiopia Sidamo
Run #26,T_amb=77.3
elapsed, t_avg(15), t_bean
00:00.1, 68.5, 76.1
00:02.1, 76.5, 77.9
00:04.1, 88.3, 90.5
00:06.1, 117.3, 123.8
00:08.1, 126.6, 140.4
00:10.1, 142.1, 137.8
00:12.1, 142.1, 140.9
00:14.1, 145.9, 148.1
00:16.1, 152.2, 158.4
00:18.1, 155.9, 155.8
00:20.1, 165.8, 167.9
00:22.1, 178.5, 177.3
00:24.1, 182.9, 185.9
00:26.1, 192.3, 195.3
00:28.1, 196.3, 194.4
00:30.1, 203.5, 230.0
00:32.1, 218.9, 208.8
00:34.1, 211.2, 213.3
00:36.1, 220.1, 222.8
00:38.1, 229.3, 227.8
00:40.1, 238.6, 241.7
00:42.1, 241.0, 249.8
00:44.1, 253.2, 257.4
00:46.1, 255.8, 262.4
00:48.1, 265.2, 267.4
00:50.1, 275.3, 271.4
00:52.1, 281.1, 287.1
00:54.1, 281.7, 278.6
00:56.1, 280.5, 277.7
00:58.1, 277.0, 280.9
01:00.1, 283.0, 280.9
01:02.1, 285.1, 284.4
01:04.1, 282.1, 278.6
01:06.1, 286.3, 293.4
01:08.1, 288.2, 287.1
01:10.1, 286.1, 284.9
01:12.1, 284.6, 283.6
01:14.1, 282.9, 284.4
01:16.1, 280.0, 277.2
01:18.1, 276.0, 275.4
01:20.1, 277.7, 283.6
01:22.1, 281.5, 279.9
01:24.1, 284.6, 288.9
01:26.1, 284.4, 289.4
01:28.1, 289.2, 289.4
01:30.1, 299.2, 295.7
01:32.1, 297.3, 301.6
01:34.1, 300.5, 301.1
01:36.1, 308.2, 313.7
01:38.1, 311.2, 315.9
01:40.1, 314.3, 313.7
01:42.1, 313.1, 313.7
01:44.1, 313.5, 316.9
01:46.1, 317.0, 316.9
01:48.1, 321.7, 324.1
01:50.1, 326.8, 327.2
01:52.1, 323.5, 326.3
01:54.1, 333.9, 334.9
01:56.1, 339.5, 341.6
01:58.1, 340.6, 339.8
02:00.1, 339.1, 336.2
02:02.1, 336.9, 342.1
02:04.1, 341.7, 347.0
02:06.1, 341.5, 337.6
02:08.1, 337.6, 333.9
02:10.1, 338.0, 342.1
02:12.1, 340.9, 342.1
02:14.1, 340.7, 343.9
02:16.1, 344.8, 348.8
02:18.1, 348.1, 346.1
02:20.1, 347.3, 350.1
02:22.1, 353.1, 358.2
02:24.1, 346.9, 341.1
02:26.1, 344.2, 347.0
02:28.1, 348.8, 353.3
02:30.1, 347.6, 350.1
02:32.1, 347.8, 344.8
02:34.1, 347.1, 351.1
02:36.1, 350.4, 355.6
02:38.1, 351.6, 349.2
02:40.1, 350.0, 349.2
02:42.1, 345.9, 345.6
02:44.1, 347.7, 348.8
02:46.1, 344.4, 342.5
02:48.1, 347.0, 349.2
02:50.1, 350.5, 344.3
02:52.1, 347.0, 347.9
02:54.1, 351.6, 359.1
02:56.1, 354.0, 351.9
02:58.1, 353.5, 363.2
03:00.1, 366.8, 367.2
03:02.1, 364.3, 364.1
03:04.1, 367.3, 361.9
03:06.1, 360.8, 363.6
03:08.1, 366.0, 365.4
03:10.1, 372.4, 372.6
03:12.1, 373.3, 373.6
03:14.1, 373.7, 374.9
03:16.1, 371.6, 372.2
03:18.1, 373.3, 374.9
03:20.1, 379.0, 376.7
03:22.1, 378.7, 376.7
03:24.1, 378.4, 385.2
03:26.1, 379.9, 380.8
