Ethiopia Sidamo
Run #24,T_amb=72.5
elapsed, t_avg(15), t_bean
00:00.1, 68.3, 73.0
00:02.1, 73.5, 74.3
00:04.1, 84.2, 114.8
00:06.1, 120.9, 124.7
00:08.1, 137.0, 148.6
00:10.1, 158.3, 173.3
00:12.1, 167.4, 159.3
00:14.1, 167.3, 170.2
00:16.1, 176.7, 185.9
00:18.1, 195.0, 201.7
00:20.1, 205.8, 215.2
00:22.1, 204.3, 198.5
00:24.1, 202.1, 216.1
00:26.1, 213.5, 225.5
00:28.1, 226.0, 233.2
00:30.1, 230.1, 230.0
00:32.1, 231.9, 241.2
00:34.1, 237.5, 239.4
00:36.1, 237.0, 239.0
00:38.1, 235.0, 232.2
00:40.1, 235.2, 237.2
00:42.1, 239.1, 237.7
00:44.1, 251.7, 257.4
00:46.1, 257.2, 257.0
00:48.1, 252.3, 250.7
00:50.1, 251.2, 256.1
00:52.1, 256.3, 252.5
00:54.1, 262.5, 264.2
00:56.1, 271.2, 276.4
00:58.1, 278.4, 275.4
01:00.1, 275.8, 275.0
01:02.1, 276.4, 280.4
01:04.1, 287.4, 284.9
01:06.1, 287.5, 291.2
01:08.1, 287.6, 288.1
01:10.1, 290.7, 294.8
01:12.1, 294.2, 290.8
01:14.1, 293.9, 302.9
01:16.1, 303.9, 304.7
01:18.1, 300.0, 298.9
01:20.1, 304.9, 300.6
01:22.1, 306.8, 314.1
01:24.1, 315.3, 316.9
01:26.1, 321.6, 320.0
01:28.1, 319.9, 319.6
01:30.1, 322.6, 320.0
01:32.1, 321.2, 323.6
01:34.1, 320.1, 320.0
01:36.1, 321.1, 317.3
01:38.1, 325.3, 330.4
01:40.1, 335.8, 339.4
01:42.1, 332.3, 332.1
01:44.1, 332.7, 331.7
01:46.1, 337.5, 334.9
01:48.1, 336.0, 336.2
01:50.1, 337.0, 337.6
01:52.1, 342.8, 341.6
01:54.1, 345.7, 344.8
01:56.1, 345.3, 346.6
01:58.1, 347.1, 348.4
02:00.1, 350.2, 350.1
02:02.1, 351.3, 352.4
02:04.1, 358.3, 354.6
02:06.1, 354.9, 353.8
02:08.1, 355.3, 355.1
02:10.1, 357.3, 356.0
02:12.1, 355.8, 358.2
02:14.1, 360.0, 364.1
02:16.1, 363.4, 362.3
02:18.1, 365.5, 370.4
02:20.1, 367.5, 366.4
02:22.1, 368.0, 362.8
02:24.1, 364.1, 365.0
02:26.1, 366.7, 368.6
02:28.1, 368.3, 369.5
02:30.1, 369.6, 373.6
02:32.1, 372.3, 373.6
02:34.1, 375.6, 375.8
02:36.1, 373.8, 378.5
02:38.1, 378.5, 377.1
02:40.1, 382.6, 383.0
02:42.1, 382.0, 380.3
02:44.1, 383.1, 383.4
02:46.1, 383.6, 381.6
02:48.1, 383.2, 383.9
02:50.1, 385.1, 392.0
02:52.1, 386.9, 384.4
02:54.1, 384.1, 383.4
02:56.1, 386.3, 387.1
02:58.1, 390.6, 389.8
