Ethiopia Sidamo
Run #36,T_amb=75.4
elapsed, t_avg(15), t_bean
00:00.1, 67.9, 66.2
00:02.1, 66.5, 68.0
00:04.1, 73.6, 76.1
00:06.1, 81.0, 87.3
00:08.1, 90.0, 93.7
00:10.1, 102.1, 102.2
00:12.1, 112.8, 112.5
00:14.1, 121.1, 126.0
00:16.1, 131.7, 134.2
00:18.1, 137.2, 140.4
00:20.1, 150.3, 153.5
00:22.1, 155.4, 158.0
00:24.1, 164.6, 170.6
00:26.1, 173.0, 173.8
00:28.1, 178.0, 185.9
00:30.1, 187.5, 188.6
00:32.1, 192.3, 192.2
00:34.1, 199.3, 203.0
00:36.1, 208.0, 212.4
00:38.1, 214.7, 215.6
00:40.1, 218.0, 223.7
00:42.1, 224.4, 225.5
00:44.1, 229.3, 230.9
00:46.1, 236.6, 239.4
00:48.1, 240.4, 242.2
00:50.1, 245.2, 246.7
00:52.1, 250.3, 252.1
00:54.1, 251.3, 251.2
00:56.1, 252.1, 256.6
00:58.1, 258.9, 260.1
01:00.1, 262.9, 266.0
01:02.1, 264.3, 264.6
01:04.1, 270.5, 273.2
01:06.1, 275.0, 275.0
01:08.1, 277.6, 280.4
01:10.1, 281.8, 283.6
01:12.1, 288.7, 291.2
01:14.1, 287.7, 288.1
01:16.1, 289.5, 293.0
01:18.1, 294.5, 295.2
01:20.1, 296.8, 297.5
01:22.1, 300.3, 301.1
01:24.1, 302.4, 306.1
01:26.1, 304.3, 305.1
01:28.1, 306.7, 308.3
01:30.1, 309.8, 311.4
01:32.1, 313.6, 314.6
01:34.1, 316.9, 315.9
01:36.1, 319.2, 320.9
01:38.1, 323.0, 324.5
01:40.1, 323.1, 327.6
01:42.1, 325.2, 329.9
01:44.1, 329.0, 329.4
01:46.1, 330.0, 331.7
01:48.1, 332.1, 333.5
01:50.1, 333.1, 333.9
01:52.1, 333.6, 333.1
01:54.1, 338.0, 338.0
01:56.1, 339.0, 338.9
01:58.1, 342.2, 344.8
02:00.1, 343.1, 345.2
02:02.1, 344.3, 343.4
02:04.1, 345.9, 344.8
02:06.1, 347.0, 351.1
02:08.1, 351.4, 353.8
02:10.1, 351.4, 350.6
02:12.1, 352.3, 355.1
02:14.1, 354.7, 356.0
02:16.1, 356.5, 353.8
02:18.1, 356.8, 356.9
02:20.1, 357.6, 359.1
02:22.1, 359.9, 361.9
02:24.1, 359.7, 360.9
02:26.1, 363.9, 365.0
02:28.1, 365.1, 362.8
02:30.1, 367.3, 367.7
02:32.1, 370.8, 369.1
02:34.1, 370.9, 369.5
02:36.1, 370.2, 369.9
02:38.1, 373.3, 370.9
02:40.1, 373.9, 374.0
02:42.1, 376.8, 375.8
02:44.1, 375.1, 376.7
02:46.1, 379.3, 378.1
