Ethiopia Sidamo
Run #29,T_amb=70.8
elapsed, t_avg(15), t_bean
00:00.1, 67.9, 67.1
00:02.1, 67.4, 68.5
00:04.1, 69.7, 75.2
00:06.1, 79.5, 86.5
00:08.1, 97.9, 109.0
00:10.1, 119.0, 140.4
00:12.1, 165.0, 159.3
00:14.1, 155.4, 148.6
00:16.1, 156.2, 154.4
00:18.1, 175.3, 180.1
00:20.1, 187.6, 190.8
00:22.1, 190.4, 185.9
00:24.1, 198.9, 211.1
00:26.1, 211.8, 209.8
00:28.1, 221.7, 227.3
00:30.1, 226.3, 242.6
00:32.1, 235.6, 242.2
00:34.1, 238.9, 242.2
00:36.1, 243.5, 245.8
00:38.1, 255.5, 254.3
00:40.1, 268.6, 282.2
00:42.1, 273.3, 279.1
00:44.1, 273.1, 293.0
00:46.1, 287.9, 281.8
00:48.1, 290.0, 282.6
00:50.1, 273.7, 267.8
00:52.1, 273.6, 282.6
00:54.1, 280.0, 298.4
00:56.1, 279.7, 284.4
00:58.1, 287.0, 288.5
01:00.1, 290.3, 284.9
01:02.1, 283.6, 275.9
01:04.1, 279.2, 283.6
01:06.1, 284.1, 287.1
01:08.1, 289.6, 301.1
01:10.1, 299.0, 306.5
01:12.1, 304.3, 312.4
01:14.1, 305.7, 309.6
01:16.1, 311.6, 308.8
01:18.1, 313.0, 302.4
01:20.1, 308.6, 312.8
01:22.1, 310.4, 306.5
01:24.1, 320.1, 318.6
01:26.1, 318.2, 321.8
01:28.1, 322.2, 321.4
01:30.1, 319.5, 320.0
01:32.1, 324.9, 320.9
01:34.1, 331.2, 326.3
01:36.1, 332.9, 333.5
01:38.1, 333.2, 339.8
01:40.1, 335.8, 338.9
01:42.1, 334.6, 329.4
01:44.1, 332.0, 332.1
01:46.1, 339.4, 334.9
01:48.1, 338.1, 340.2
01:50.1, 343.9, 342.1
01:52.1, 344.0, 344.3
01:54.1, 347.4, 344.3
01:56.1, 347.4, 349.2
01:58.1, 348.8, 345.6
02:00.1, 351.4, 352.9
02:02.1, 348.9, 342.5
02:04.1, 347.3, 347.9
02:06.1, 351.3, 350.1
02:08.1, 355.2, 360.9
02:10.1, 356.3, 355.6
02:12.1, 358.3, 359.6
02:14.1, 362.8, 357.4
02:16.1, 355.5, 358.2
02:18.1, 359.1, 358.2
02:20.1, 361.3, 357.4
02:22.1, 356.9, 357.8
02:24.1, 360.1, 361.4
02:26.1, 363.5, 363.2
02:28.1, 366.7, 369.1
02:30.1, 365.7, 369.9
02:32.1, 370.7, 372.2
02:34.1, 372.6, 375.4
02:36.1, 373.2, 377.6
02:38.1, 369.6, 369.1
02:40.1, 369.1, 370.4
02:42.1, 371.2, 369.9
02:44.1, 376.0, 376.2
02:46.1, 380.5, 377.1
02:48.1, 377.4, 374.4
02:50.1, 375.9, 379.9
02:52.1, 378.3, 375.4
02:54.1, 381.4, 381.6
02:56.1, 382.4, 381.2
02:58.1, 382.9, 385.7
03:00.1, 387.6, 393.8
03:02.1, 387.6, 383.4
03:04.1, 387.7, 387.5
03:06.1, 389.4, 391.6
