Ethiopia Sidamo
Run #15,T_amb=70.5
06:24.1, 354.1, 347.9
06:26.1, 341.4, 337.6
06:28.1, 328.7, 322.7
06:30.1, 321.1, 317.8
06:32.1, 314.5, 310.1
06:34.1, 305.4, 301.1
06:36.1, 296.2, 293.4
06:38.1, 292.1, 289.4
06:40.1, 286.0, 283.6
06:42.1, 281.5, 279.5
06:44.1, 275.8, 274.6
06:46.1, 270.8, 269.6
06:48.1, 264.7, 262.9
06:50.1, 260.2, 256.1
06:52.1, 255.0, 254.3
06:54.1, 250.7, 248.9
06:56.1, 248.2, 246.2
06:58.1, 243.5, 240.8
07:00.1, 238.9, 237.2
07:02.1, 237.1, 236.8
07:04.1, 236.1, 233.2
07:06.1, 230.8, 230.0
07:08.1, 227.3, 227.3
07:10.1, 224.7, 223.2
07:12.1, 221.2, 221.0
07:14.1, 218.5, 216.5
07:16.1, 214.7, 212.9
07:18.1, 212.0, 211.1
07:20.1, 211.5, 211.1
07:22.1, 208.0, 204.8
07:24.1, 204.9, 203.4
07:26.1, 203.4, 201.7
07:28.1, 200.8, 201.2
07:30.1, 198.9, 197.6
07:32.1, 196.6, 194.9
07:34.1, 194.4, 193.1
07:36.1, 191.7, 191.3
