Ethiopia Sidamo
Run #33,T_amb=72.3
elapsed, t_avg(15), t_bean
00:00.1, 67.8, 64.8
00:02.1, 63.6, 64.8
00:04.1, 70.8, 77.5
00:06.1, 80.0, 82.4
00:08.1, 84.3, 89.6
00:10.1, 94.3, 101.3
00:12.1, 103.1, 107.6
00:14.1, 112.6, 114.3
00:16.1, 122.3, 125.6
00:18.1, 126.6, 126.0
00:20.1, 133.2, 134.6
00:22.1, 130.8, 130.6
00:24.1, 138.1, 146.3
00:26.1, 156.1, 160.7
00:28.1, 166.2, 168.8
00:30.1, 178.3, 181.4
00:32.1, 184.3, 189.1
00:34.1, 190.3, 190.4
00:36.1, 199.2, 205.2
00:38.1, 207.1, 211.6
00:40.1, 214.5, 220.1
00:42.1, 219.9, 217.4
00:44.1, 222.6, 222.8
00:46.1, 228.2, 229.1
00:48.1, 231.7, 237.2
00:50.1, 241.4, 243.1
00:52.1, 246.1, 247.1
00:54.1, 251.3, 250.7
00:56.1, 255.9, 260.1
00:58.1, 262.0, 262.9
01:00.1, 264.5, 268.2
01:02.1, 268.2, 266.0
01:04.1, 268.9, 272.3
01:06.1, 274.4, 274.6
01:08.1, 277.1, 279.9
01:10.1, 284.5, 287.1
01:12.1, 284.3, 286.2
01:14.1, 286.1, 289.9
01:16.1, 288.5, 291.2
01:18.1, 291.3, 292.1
01:20.1, 294.7, 297.5
01:22.1, 298.5, 302.4
01:24.1, 302.4, 303.4
01:26.1, 303.6, 306.5
01:28.1, 305.8, 306.9
01:30.1, 306.9, 309.2
01:32.1, 310.8, 312.4
01:34.1, 315.6, 316.9
01:36.1, 317.7, 319.6
01:38.1, 320.3, 321.4
01:40.1, 323.2, 324.9
01:42.1, 325.2, 324.9
01:44.1, 327.6, 329.9
01:46.1, 329.3, 328.1
01:48.1, 332.4, 333.9
01:50.1, 333.6, 332.6
01:52.1, 337.0, 338.9
01:54.1, 337.5, 337.6
01:56.1, 337.5, 338.0
01:58.1, 340.7, 341.6
02:00.1, 341.0, 340.2
02:02.1, 342.7, 343.4
02:04.1, 346.8, 347.9
02:06.1, 348.7, 350.6
02:08.1, 351.5, 353.8
02:10.1, 352.3, 354.2
02:12.1, 355.2, 356.4
02:14.1, 354.4, 351.9
02:16.1, 354.6, 356.4
02:18.1, 357.9, 360.9
02:20.1, 360.7, 363.2
02:22.1, 362.4, 364.1
02:24.1, 363.5, 364.6
02:26.1, 364.6, 366.4
02:28.1, 366.4, 371.3
02:30.1, 368.4, 368.6
02:32.1, 369.2, 367.7
02:34.1, 370.7, 371.8
02:36.1, 372.3, 372.2
02:38.1, 373.9, 373.6
02:40.1, 375.1, 375.8
02:42.1, 376.0, 377.6
02:44.1, 377.8, 377.6
02:46.1, 378.7, 378.1
02:48.1, 380.8, 381.6
02:50.1, 382.2, 382.6
02:52.1, 382.5, 384.4
02:54.1, 384.0, 383.9
02:56.1, 385.4, 386.6
02:58.1, 387.5, 389.8
03:00.1, 389.3, 387.9
03:02.1, 388.9, 390.6
03:04.1, 392.9, 392.4
03:06.1, 392.8, 393.4
03:08.1, 394.8, 394.2
03:10.1, 394.7, 394.7
03:12.1, 393.8, 395.1
03:14.1, 396.8, 397.4
03:16.1, 395.4, 395.1
03:18.1, 396.9, 399.2
03:20.1, 398.8, 399.2
03:22.1, 397.5, 397.9
03:24.1, 401.2, 403.7
03:26.1, 402.9, 403.7
03:28.1, 402.5, 405.1
03:30.1, 404.9, 404.6
03:32.1, 404.9, 402.8
03:34.1, 404.8, 406.9
03:36.1, 406.9, 407.3
03:38.1, 408.8, 409.1
03:40.1, 409.9, 411.4
03:42.1, 412.2, 410.4
03:44.1, 412.3, 413.6
03:46.1, 413.9, 414.1
03:48.1, 414.4, 412.7
03:50.1, 414.5, 414.1
03:52.1, 415.6, 417.2
03:54.1, 416.9, 417.2
03:56.1, 417.1, 416.8
03:58.1, 417.3, 421.7
04:00.1, 419.9, 419.0
04:02.1, 422.2, 421.2
04:04.1, 420.7, 422.6
04:06.1, 423.0, 422.6
04:08.1, 422.2, 425.3
04:10.1, 424.8, 424.4
04:12.1, 425.1, 424.4
04:14.1, 425.6, 423.9
04:16.1, 425.2, 423.9
04:18.1, 424.5, 427.6
04:20.1, 427.0, 428.0
04:22.1, 428.0, 429.4
04:24.1, 430.5, 431.1
04:26.1, 430.5, 432.1
04:28.1, 430.4, 428.9
04:30.1, 429.6, 430.2
04:32.1, 431.3, 431.6
04:34.1, 432.8, 435.6
04:36.1, 432.3, 434.3
04:38.1, 434.4, 436.1
04:40.1, 435.4, 435.2
04:42.1, 435.9, 435.6
04:44.1, 436.0, 437.9
04:46.1, 437.3, 438.8
04:48.1, 437.6, 437.0
04:50.1, 438.8, 438.8
04:52.1, 439.7, 439.7
04:54.1, 438.8, 440.1
04:56.1, 439.5, 438.4
04:58.1, 441.1, 441.5
05:00.1, 441.8, 441.5
05:02.1, 443.8, 442.9
05:04.1, 443.0, 443.3
05:06.1, 444.0, 444.2
05:08.1, 443.9, 446.0
05:10.1, 445.0, 443.3
05:12.1, 446.3, 446.4
05:14.1, 446.3, 445.1
05:16.1, 446.1, 446.9
05:18.1, 448.0, 447.8
05:20.1, 448.7, 450.1
05:22.1, 449.3, 446.9
05:24.1, 449.6, 451.4
05:26.1, 451.1, 448.2
05:28.1, 450.9, 455.0
05:30.1, 453.2, 452.3
05:32.1, 451.7, 451.9
05:34.1, 452.2, 451.9
05:36.1, 452.6, 450.9
05:38.1, 451.1, 448.2
05:40.1, 438.4, 429.8
